Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin,Quan,Price_per_m2
2800000000.0,38.0,1,1,Tây-Bắc,Đông-Nam,0,Tân Hoàng Minh Group,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,Tin thường,Cầu Giấy,73684210.5263158
2400000000.0,69.0,2,2,Tây-Bắc,Đông-Nam,0,Công ty TNHH 19-12 Bắc Hà,"Gồm 3 tòa tháp 29 tầng, trong đó 1 tòa tháp tổ hợp khách sạn - văn phòng và 2 tòa tháp căn hộ",21.0209789276123,105.791061401367,Tin thường,Cầu Giấy,34782608.69565217
2150000000.0,61.5,2,2,Đông-Bắc,Tây-Nam,"- Cửa hướng Đông Bắc, ban công hướng Tây Nam. Nhà tôi chuyển sẽ để lại toàn bộ nội thất chỉ mang đồ điện tử như tivi tủ lạnh đi..",Công ty CP Đầu tư Hải Đăng,Gồm 2 khu Mon Street (147 căn nhà phố thương mại) và Mon Home (2 tòa Mon A và Mon B cùng cao 30 tầng),21.035120010376,105.767433166504,Tin thường,Nam Từ Liêm,34959349.593495935
2800000000.0,81.0,2,2,Đông-Bắc,Tây-Nam,Full nội thất liền tường.,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường,Bắc Từ Liêm,34567901.2345679
3900000000.0,82.0,3,2,Tây-Nam,Đông-Bắc,Nội thất CĐT,Tập đoàn Vingroup,Tổ hợp các căn hộ cao cấp,20.998958587646502,105.788032531738,Tin thường,Nam Từ Liêm,47560975.6097561
1650000000.0,54.0,2,1,Tây-Bắc,Đông-Nam,"Bàn giao theo chủ đầu tư gồm đã làm trần và tường, sàn gạch ở phòng khách và sàn gỗ ở phòng ngủ nhà vệ sinh đã có đầy đủ thiết bị nhưng chưa có vách ngăn kính ở buồng tắm chưa có điều hòa.",Tập đoàn Vingroup,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,Tin thường,Nam Từ Liêm,30555555.555555556
2900000000.0,74.0,2,2,Đông-Bắc,Tây-Nam,Full nội thất,Tập đoàn Vingroup,"19 căn / sàn; gồm 2 sảnh A và B; sảnh A:9 căn, sảnh B:10 căn và các căn biệt thự, liền kề",21.0365676879883,105.760482788086,Tin thường,Nam Từ Liêm,39189189.18918919
2850000000.0,93.0,3,2,Tây-Bắc,Đông-Nam,0,0,"2 nhà cao 30 tầng nối với nhau bằng khối đế 5 tầng, 2 hầm liên thông",21.0004196166992,105.803436279297,Tin thường,Thanh Xuân,30645161.29032258
4500000000.0,106.0,3,2,Tây-Bắc,Đông-Nam,0,Công ty CP Đại Việt Trí Tuệ,Gồm 2 tòa nhà cao 30 tầng,20.9981651306152,105.80150604247999,Tin thường,Thanh Xuân,42452830.18867925
6500000000.0,108.0,3,2,Tây-Bắc,Đông-Nam,0,Công ty CP Tập đoàn Sunshine,5 tòa tháp biệt thự trên cao sky villas và 60 lô biệt thự,21.083890914917,105.80847930908199,Tin thường,Tây Hồ,60185185.18518519
4400000000.0,95.0,3,2,Tây-Bắc,Đông-Nam,0,Tập đoàn Vingroup,Tòa nhà gồm 34 tầng,20.9965782165527,105.865196228027,Tin thường,Hai Bà Trưng,46315789.473684214
2750000000.0,93.4,3,2,Nam,Bắc,0,0,"2 nhà cao 30 tầng nối với nhau bằng khối đế 5 tầng, 2 hầm liên thông",21.0004196166992,105.803436279297,Tin thường,Thanh Xuân,29443254.81798715
3500000000.0,125.5,3,2,Tây-Nam,Đông-Nam,0,Công ty Cổ phần Tập đoàn FLC,1 tòa tháp chung cư 54 tầng và tòa văn phòng 42 tầng,21.034498214721697,105.795516967773,Tin thường,Cầu Giấy,27888446.21513944
3000000000.0,95.5,2,2,Tây-Nam,Đông-Bắc,0,Công ty Cổ phần Tập đoàn FLC,1 tòa tháp chung cư 54 tầng và tòa văn phòng 42 tầng,21.034498214721697,105.795516967773,Tin thường,Cầu Giấy,31413612.565445025
2700000000.0,66.0,3,2,Tây-Nam,Đông-Bắc,0,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,Tin thường,Thanh Xuân,40909090.90909091
3300000000.0,96.8,3,2,Bắc,Nam,"- Full nội thất, chỉ việc xách vali về ở.",Công ty Cổ phần Tập đoàn FLC,Tòa nhà 37 tầng nổi và 2 tầng hầm,21.028190612793,105.779197692871,Tin thường,Nam Từ Liêm,34090909.09090909
2100000000.0,60.0,2,2,Bắc,Nam,0,0,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,Tin thường,Thanh Xuân,35000000.0
1700000000.0,52.1,2,1,Bắc,Nam,0,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Gồm tòa chung cư cao 21 tầng,20.987325668335,105.849838256836,Tin thường,Hoàng Mai,32629558.541266795
2680000000.0,80.6,2,2,Bắc,Nam,0,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,Tin thường,Thanh Xuân,33250620.347394545
5300000000.0,119.0,3,2,Bắc,Nam,0,Tập đoàn Vingroup,0,20.994333267211896,105.86756134033199,Tin thường,Hai Bà Trưng,44537815.12605042
2200000000.0,75.9,2,2,Tây-Nam,Đông-Bắc,"Đã có đầy đủ nội thất Full đồ nội thất xịn, tất cả đều còn mới và do chính tay tôi lựa chọn nên yên tâm về chất lượng.",Công ty CP Đầu tư và Thương mại Thủ Đô,"3 tầng hầm, 2 tòa chung cư, 1 tòa officetel - condotel",20.9945335388184,105.789390563965,Tin thường,Nam Từ Liêm,28985507.24637681
1150000000.0,68.0,2,2,Tây-Nam,Đông-Bắc,0,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường,Hà Đông,16911764.70588235
4000000000.0,98.0,3,2,Tây-Bắc,Đông-Nam,"Nội thất đã có đầy đủ, thiết kế tỉ mỉ, cẩn thận ",Công ty CP Terra Gold Việt Nam,Gồm 27 tầng nổi và 3 tầng hầm,20.9984378814697,105.866737365723,Tin thường,Hai Bà Trưng,40816326.530612245
1900000000.0,70.0,2,2,Tây-Bắc,Đông-Nam,Full nội thất. ,0,05 tòa nhà 25 - 30 tầng,21.047119140625,105.78136444091801,Tin thường,Bắc Từ Liêm,27142857.14285714
2150000000.0,75.23,2,2,Đông-Nam,Tây-Bắc,0,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,Gồm 4 tòa nhà cao 35 tầng cao và 1 tầng hầm,20.9842433929443,105.808448791504,Tin thường,Thanh Trì,28579024.3254021
2400000000.0,71.22,2,2,Tây-Nam,Đông-Bắc,0,Công ty CP Sông Đà 7,"2 tòa tháp căn hộ cao 29 tầng, 87 nhà liền kề",20.9962978363037,105.805633544922,Tin thường,Thanh Xuân,33698399.32603201
2700000000.0,69.5,2,2,Đông-Nam,Tây-Bắc,0,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,Gồm 2 khối nhà hỗn hợp cao 22 tầng nổi và 2 tầng hầm,20.9991188049316,105.80844116210899,Tin thường,Thanh Xuân,38848920.86330935
2750000000.0,92.0,3,2,Đông-Nam,Tây-Bắc,Đầy đủ nội thất.,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam,Gồm 2 tòa tháp cao 25 tầng nổi và 2 tầng hầm,20.997150421142603,105.82169342041,Tin thường,Thanh Xuân,29891304.347826086
2850000000.0,93.1,3,2,Tây-Nam,Đông-Bắc,0,0,"2 nhà cao 30 tầng nối với nhau bằng khối đế 5 tầng, 2 hầm liên thông",21.0004196166992,105.803436279297,Tin thường,Thanh Xuân,30612244.897959184
3567000000.0,92.0,2,2,Đông-Nam,Tây-Bắc,Cơ bản.,HD Mon Holdings,891 căn hộ,21.029411315918,105.768753051758,Tin thường,Nam Từ Liêm,38771739.13043478
2200000000.0,80.0,2,2,Tây,Nam,0,Công ty CP Xây dựng số 2 - Vinaconex2,Gồm 23 tòa chung cư cao cấp,21.064998626709002,105.80028533935499,Tin thường,Bắc Từ Liêm,27500000.0
2100000000.0,60.0,2,2,Tây,Đông,Bàn giao nội thất thiết bị Châu Âu. - Thiết bị vệ sinh Bravat thương hiệu Đức. - Sàn gỗ bột đá SPC cao cấp xuất khẩu Châu Âu. - Khóa cửa chuông hình Kaadas thương hiệu Đức. - Thiết bị điện SImon thươn,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,Tin thường,Long Biên,35000000.0
2700000000.0,94.87,3,2,Đông-Bắc,Tây-Nam,0,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,Gồm 4 tòa nhà cao 35 tầng cao và 1 tầng hầm,20.9842433929443,105.808448791504,Tin thường,Thanh Trì,28459997.891852006
2800000000.0,75.0,2,2,Đông-Bắc,Tây-Nam,0,0,0,20.999912741457237,105.80155205726648,Tin thường,Thanh Xuân,37333333.333333336
2300000000.0,75.0,2,2,Đông-Bắc,Tây-Nam,0,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,Gồm 4 tòa nhà cao 35 tầng cao và 1 tầng hầm,20.9842433929443,105.808448791504,Tin thường,Thanh Trì,30666666.666666668
9500000000.0,169.4,3,0,Tây-Bắc,Đông-Nam,0,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường,Bắc Từ Liêm,56080283.353010625
2800000000.0,80.3,2,2,Nam,Bắc,0,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường,Bắc Từ Liêm,34869240.3486924
1800000000.0,65.0,2,2,Tây-Nam,Đông-Bắc,"Nhà đã hoàn thiện nội thất sàn gỗ, trần thạch cao, nóng lạnh, điều hòa, tủ bếp bếp, thiết bị vệ sinh... Hoàn thiện đẹp nhà hầu như còn rất mới.",Công ty CP Sản xuất và Xuất nhập khẩu Bao bì,"Tòa nhà 19 tầng căn hộ, 2 tầng thương mại và 2 tầng hầm",21.0878658294678,105.814910888672,Tin thường,Tây Hồ,27692307.692307692
2300000000.0,65.7,2,2,Đông-Nam,Tây-Bắc,0,0,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,Tin thường,Thanh Xuân,35007610.3500761
5030000000.0,108.0,3,2,Đông-Nam,Tây-Bắc,Full nội thất.,Công ty CP Hoa Anh Đào,"2 block 36 tầng và 29 tầng, 3 tầng hầm",21.000291824340803,105.81600952148399,Tin thường,Thanh Xuân,46574074.074074075
2480000000.0,50.0,2,2,Đông-Nam,Tây-Bắc,Tự hoàn thiện theo sở thích.,Tập đoàn Sun Group,"Gồm 2 tòa S1 (21 tầng nổi và 4 tầng hầm) và S2 ( 23 tầng nổi, 5 tầng hầm)",21.04117202758789,105.825096130371,Tin thường,Tây Hồ,49600000.0
2700000000.0,80.74,2,2,Tây,Bắc,Full nội thất.,Công ty CP Đầu tư Phú Thượng ,0,21.081007003784197,105.81809234619101,Tin thường,Tây Hồ,33440673.76764925
4000000000.0,116.0,3,2,Tây,Đông,0,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,"Gồm 50 tòa tháp cao 17, 20, 23 tầng, 2500 biệt thự",21.0639667510986,105.805503845215,Tin thường,Tây Hồ,34482758.62068965
1000000000.0,56.0,2,2,Bắc,Nam,Đầy đủ.,Công ty CP Đầu tư và Thương mại Thủ Đô,Gồm 4 tòa nhà cao 12 tầng,21.0863246917725,105.78231811523399,Tin thường,Bắc Từ Liêm,17857142.85714286
4600000000.0,97.0,3,2,Tây-Nam,Đông-Bắc,"Nội thất nguyên bản chủ đầu tư bao gồm: Trần thạch cao, sàn gỗ, tủ bếp, tủ quần áo...",Tập đoàn Vingroup,3 tòa tháp cao tầng và trung tâm thương mại,21.0197982788086,105.780708312988,Tin thường,Nam Từ Liêm,47422680.412371136
3300000000.0,130.0,4,3,Tây-Nam,Đông-Bắc,Full đồ nội thất.,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,Gồm: 3 tòa,20.9934864044189,105.80690765380899,Tin thường,Thanh Xuân,25384615.384615384
2850000000.0,82.2,3,2,Bắc,Nam,0,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam,"Gồm căn hộ, văn phòng, dịch vụ thương mại, biệt thự và liền kề",20.9906997680664,105.814277648926,Tin thường,Thanh Xuân,34671532.84671532
4600000000.0,130.0,3,2,Đông-Bắc,Đông-Nam,0,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,Tin thường,Thanh Xuân,35384615.384615384
3700000000.0,93.0,2,2,Đông-Bắc,Tây-Nam,0,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường,Thanh Xuân,39784946.23655914
2750000000.0,80.0,2,2,Đông-Bắc,Tây-Nam,"Nội thất: Sàn gỗ, trần thạch cao, thiết bị vệ sinh chiếu sáng, điều hòa âm trần,...",Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,Tin thường,Thanh Xuân,34375000.0
3200000000.0,104.0,3,2,Đông-Bắc,Tây-Nam,CĐT,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường,Bắc Từ Liêm,30769230.769230768
3600000000.0,121.0,3,2,Đông-Nam,Tây-Bắc,Để lại nội thất cao cấp.,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường,Bắc Từ Liêm,29752066.11570248
6200000000.0,110.0,3,2,Đông-Nam,Tây-Bắc,0,Tập đoàn Vingroup,gồm 2 tòa cao ốc 30 tầng,21.0229530334473,105.809814453125,Tin thường,Đống Đa,56363636.36363637
11200000000.0,146.19,4,3,Đông-Nam,Tây-Bắc,0,0,"Gồm 2 tòa tháp cao 30 tầng, 6 tầng TTTM, 6 tầng hầm",21.0317993164063,105.814193725586,Tin thường,Ba Đình,76612627.40269512
3600000000.0,55.0,1,2,Đông-Nam,Tây-Bắc,0,Tập đoàn Vingroup,gồm 2 tòa cao ốc 30 tầng,21.0229530334473,105.809814453125,Tin thường,Đống Đa,65454545.45454545
2800000000.0,80.0,2,2,Đông-Nam,Tây-Bắc,0,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường,Bắc Từ Liêm,35000000.0
2750000000.0,66.0,2,2,Đông-Nam,Tây-Bắc,Full nội thất liền tường.,Tập đoàn Vingroup,0,21.0461521148682,105.915649414063,Tin thường,Long Biên,41666666.666666664
4000000000.0,97.2,3,2,Bắc,Đông-Nam,Full nội thất.,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường,Bắc Từ Liêm,41152263.3744856
3000000000.0,73.0,2,2,Bắc,Nam,0,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường,Bắc Từ Liêm,41095890.4109589
4970000000.0,91.2,2,2,Bắc,Nam,0,Công ty CP Tập đoàn Sunshine,5 tòa tháp biệt thự trên cao sky villas và 60 lô biệt thự,21.083890914917,105.80847930908199,Tin thường,Tây Hồ,54495614.03508772
4160000000.0,86.2,3,2,Nam,Đông,0,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,21.0555438995361,105.805130004883,Tin thường,Tây Hồ,48259860.78886311
3970000000.0,116.44,3,2,Tây-Nam,Tây-Bắc,0,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,"Gồm 50 tòa tháp cao 17, 20, 23 tầng, 2500 biệt thự",21.0639667510986,105.805503845215,Tin thường,Tây Hồ,34094812.77911371
4450000000.0,131.2,4,3,Đông,Tây,0,Công ty CP Tập đoàn Sunshine,Tòa tháp 36 tầng (bao gồm 4 tầng hầm),21.03342628479,105.77883148193399,Tin thường,Nam Từ Liêm,33917682.92682927
3500000000.0,87.0,2,2,Đông-Nam,Tây-Bắc,0,Công ty CP xây dựng số 1 Hà Nội,2 hầm và 15 tầng nổi,21.0519065856934,105.80905914306601,Tin thường,Tây Hồ,40229885.05747127
3700000000.0,87.4,2,2,Bắc,Nam,0,Công ty CP Xây dựng và Thương mại Bắc Hà,Gồm 2 tòa chung cư CT1 và CT2,21.053024291992198,105.798637390137,Tin thường,Tây Hồ,42334096.10983981
2880000000.0,90.0,2,2,Bắc,Nam,0,"Công ty CP Phát triển Đô thị Từ Liêm - LIDECO, JSC","Gồm nhà chung cư, biệt thự, liền kề",21.0292377471924,105.79385375976601,Tin thường,Cầu Giấy,32000000.0
1750000000.0,65.0,2,2,Bắc,Nam,0,0,0,21.0215298,105.8120522,Tin thường,Ba Đình,26923076.923076924
1630000000.0,55.0,2,1,Tây-Bắc,Đông-Nam,Cơ bản,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico,Gồm các đơn nguyên cao từ 21-39 tầng,21.019056320190398,105.787979125977,Tin thường,Cầu Giấy,29636363.636363637
1800000000.0,60.0,2,2,Tây-Bắc,Đông-Nam,0,Tập đoàn Vingroup,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,Tin thường,Nam Từ Liêm,30000000.0
1400000000.0,43.4,1,1,Tây-Bắc,Đông-Nam,0,0,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm,32258064.51612903
2300000000.0,73.0,2,2,Đông-Nam,Tây-Bắc,Full đồ ,Công ty CP đầu tư phát triển nhà và đô thị VINACONEX,Gồm 2 toà thương mại và 1 lô đất xây biệt thự nhà vườn,20.998477935790998,105.869430541992,Tin thường,Hai Bà Trưng,31506849.315068495
1250000000.0,66.0,2,1,Đông-Nam,Tây-Bắc,0,Công ty CP Sông Đà - Hoàng Long ,"Bao gồm 3 tòa tháp 18T1, 18T2, 40T",20.9994716644287,105.72045135497999,Tin thường,Hoài Đức,18939393.939393938
2800000000.0,70.0,2,2,Đông-Nam,Tây-Bắc,0,Công ty TNHH Hoà Bình,0,21.041240692138697,105.807846069336,Tin thường,Ba Đình,40000000.0
3420000000.0,106.45,3,2,Tây-Bắc,Đông-Nam,"Nguyên bản chủ đầu tư sàn gỗ trần thạch cao các thiết bị vệ sinh, thiết bị điện thông minh.",Công ty TNHH Gamuda Land Việt Nam,Gồm 3 Block chung cư cao 35 tầng,20.965379714965803,105.850639343262,Tin thường,Hoàng Mai,32127759.51150775
7200000000.0,143.81,3,2,Tây-Bắc,Đông-Nam,0,Tập đoàn Vingroup,Tổ hợp các căn hộ cao cấp,20.998958587646502,105.788032531738,Tin thường,Nam Từ Liêm,50066059.38390932
3700000000.0,106.0,3,2,Tây-Bắc,Đông-Nam,0,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường,Bắc Từ Liêm,34905660.37735849
2200000000.0,94.0,3,2,Tây-Bắc,Đông-Nam,"Thiết bị bàn giao trong căn hộ: - Hệ thống kính Low - E. - Sàn gỗ nhập khẩu: Malaysia. - Khoá cửa 4 tính năng thẻ, chìa khoá cơ, mật mã, vân tay: Hafele/Dormakaba. - Trang thiết bị nhà vệ sinh: Toto N",Công ty CP Đầu tư Xây dựng số 9 Hà Nội,1120 căn hộ,21.0295810699463,105.850410461426,Tin thường,Long Biên,23404255.319148935
3550000000.0,90.0,2,2,Tây-Bắc,Đông-Nam,0,Công ty TNHH Hoà Bình,0,21.041240692138697,105.807846069336,Tin thường,Ba Đình,39444444.44444445
2550000000.0,84.0,2,2,Tây-Bắc,Đông-Nam,0,0,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,Tin thường,Thanh Xuân,30357142.85714286
1200000000.0,48.0,1,1,Tây-Nam,Đông-Bắc,"Nội thất mới đẹp nguyên bản chủ đầu tư: Thiết bị vệ sinh ToTo, thiết bị điện, hệ thống đèn chiếu sáng, sàn gỗ, khoá smart... Mới 100%.",0,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm,25000000.0
4900000000.0,125.0,3,2,Tây-Bắc,Đông-Nam,Cao cấp liền tường.,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường,Thanh Xuân,39200000.0
1400000000.0,53.0,2,1,Tây,Đông,Full,Công ty Cổ phần Tập đoàn FLC,"Gồm: nhà ở, biệt thự,",20.991436004638697,105.756065368652,Tin thường,Nam Từ Liêm,26415094.339622643
1900000000.0,81.0,2,2,Tây-Nam,Đông-Bắc,Ốp gỗ,Công ty Cổ phần 118  – Momota,Chung cư cao 21 tầng gồm nhà dịch vụ văn phòng và các căn hộ,20.9874248504639,105.851547241211,Tin thường,Hoàng Mai,23456790.12345679
8000000000.0,115.0,3,2,Tây-Bắc,Đông-Nam,0,0,"Gồm 2 tòa tháp cao 30 tầng, 6 tầng TTTM, 6 tầng hầm",21.0317993164063,105.814193725586,Tin thường,Ba Đình,69565217.39130434
5400000000.0,80.0,2,2,Tây-Bắc,Đông-Nam,0,0,"Gồm 2 tòa tháp cao 30 tầng, 6 tầng TTTM, 6 tầng hầm",21.0317993164063,105.814193725586,Tin thường,Ba Đình,67500000.0
2950000000.0,72.0,2,2,Tây-Bắc,Đông-Nam,Cơ bản CĐT Vinhomes.,Tập đoàn Vingroup,0,21.0201683044434,105.78075408935499,Tin thường,Nam Từ Liêm,40972222.222222224
2200000000.0,70.0,2,2,Tây-Bắc,Đông-Nam,0,0,2 Tòa tháp cao 24 tầng và 3 tầng trung tâm thương mại,21.028341293335,105.768539428711,Tin thường,Nam Từ Liêm,31428571.42857143
4100000000.0,105.0,2,2,Tây-Bắc,Đông-Nam,đồ liền tường,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường,Thanh Xuân,39047619.047619045
1500000000.0,80.0,2,2,Đông-Nam,Tây-Bắc,"Thiết bị vệ sinh cao cấp có vách kính, chậu tắm...",Công ty CP Sông Đà Thăng Long,gồm: 13 tòa nhà cao tầng,20.9762554168701,105.762649536133,Tin thường,Hà Đông,18750000.0
2100000000.0,117.0,3,2,Tây-Bắc,Đông-Nam,0,Công ty CP Sông Đà Thăng Long,gồm: 13 tòa nhà cao tầng,20.9762554168701,105.762649536133,Tin thường,Hà Đông,17948717.948717948
1700000000.0,90.0,3,2,Tây-Bắc,Đông-Nam,0,0,0,20.9837408,105.8500372,Tin thường,Hoàng Mai,18888888.888888888
4850000000.0,133.0,3,3,Tây-Bắc,Đông-Nam,0,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường,Thanh Xuân,36466165.41353384
2350000000.0,80.0,3,2,Tây-Bắc,Đông-Nam,"Nội thất: Hệ thống đèn chiếu sáng, trần thạch cao, sàn gỗ, sàn đã chống trượt, chuông hình, thiết bị nhà vệ sinh cao cấp.",0,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm,29375000.0
3500000000.0,115.0,2,2,Tây-Bắc,Đông-Nam,0,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường,Thanh Xuân,30434782.608695652
7200000000.0,169.0,3,0,Tây-Bắc,Đông-Nam,0,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường,Thanh Xuân,42603550.29585799
1970000000.0,81.0,2,2,Tây-Bắc,Đông-Nam,"Căn hộ đã có bếp và tủ bếp đầy đủ, điều hoà, nóng lạnh, giường tủ, sofa, tivi, tủ lạnh...",Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"Gồm 4 tòa CT1, CT2A, CT2B, CT3 cao 31-33 tầng và khu biệt thự liền kề",20.9729385375977,105.866355895996,Tin thường,Hoàng Mai,24320987.65432099
7600000000.0,181.0,3,4,Tây-Bắc,Đông-Nam,Full đồ đẹp.,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường,Thanh Xuân,41988950.27624309
880000000.0,30.9,1,2,Tây-Bắc,Đông-Nam,"Nội thất: Sofa, điều hòa, nóng lạnh, rèm cửa, bếp, tủ bếp, hút mùi, giường, bàn, ghế, vách ngăn, tủ quần áo,...",0,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm,28478964.4012945
1300000000.0,73.0,2,2,Tây-Bắc,Đông-Nam,"Trần thạch cao, sàn gỗ, tủ bếp, bếp, hút mùi, tủ quần áo, giường tủ, tủ giày, điều hòa, nóng lạnh, kệ ti vi, tủ lạnh, thiết bị vệ sinh ToTo có vách ngăn kính, cửa cách âm và chịu lực...",Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"Gồm 2 tòa tháp cao 34 tầng và 2 tầng hầm, 1 tầng lửng",21.0083923339844,105.73024749755899,Tin thường,Hoài Đức,17808219.17808219
2350000000.0,79.0,2,2,Tây-Bắc,Đông-Nam,0,"Công ty CP Phát triển Đô thị Từ Liêm - LIDECO, JSC","Gồm 37 tầng, trong đó có 3 tầng hầm, 4 tầng trung tâm thương mại cùng hơn 30 tầng căn hộ",20.9945850372314,105.86339569091801,Tin thường,Hoàng Mai,29746835.443037976
3100000000.0,84.0,2,2,Tây-Bắc,Đông-Nam,Đầy đủ nội thất cao cấp.,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,"Gồm 50 tòa tháp cao 17, 20, 23 tầng, 2500 biệt thự",21.0639667510986,105.805503845215,Tin thường,Tây Hồ,36904761.9047619
2400000000.0,90.0,3,2,Tây-Bắc,Đông-Nam,0,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"Gồm 4 tòa CT1, CT2A, CT2B, CT3 cao 31-33 tầng và khu biệt thự liền kề",20.9729385375977,105.866355895996,Tin thường,Hoàng Mai,26666666.666666668
3250000000.0,87.4,2,2,Bắc,Nam,0,Công ty CP Xây dựng và Thương mại Bắc Hà,Gồm 2 tòa chung cư CT1 và CT2,21.053024291992198,105.798637390137,Tin thường,Tây Hồ,37185354.69107551
3420000000.0,53.12,1,2,Đông-Bắc,Tây-Nam,0,Tập đoàn Sun Group,"Gồm 2 tòa S1 (21 tầng nổi và 4 tầng hầm) và S2 ( 23 tầng nổi, 5 tầng hầm)",21.04117202758789,105.825096130371,Tin thường,Tây Hồ,64382530.12048193
2400000000.0,102.0,2,2,Đông-Bắc,Tây-Nam,Đồ cơ bản.,Công ty TNHH Hyundai RNC Hà Tây,0,20.9636821746826,105.77370452880899,Tin thường,Hà Đông,23529411.76470588
