Poly_regression,Random_Forest,KNN
0.507358008297908,0.5504473567072545,0.5504473567072545
0.5225366393963682,0.7500726342822601,0.36924260507343154
0.6143097811711768,0.8345263540602746,0.6870085612462744
0.7360283338937722,0.9153526662235943,0.9113766929196792
