,Diện tích,Số phòng ngủ,Số toilet,Chủ đầu tư,Vĩ độ,Kinh độ,Nội thất,Actual,Predicted
269,110.0,3.0,3.0,59.0,20.9760246276855,105.761596679688,0.0,3300000000.0,1642958813.5
270,54.0,1.0,1.0,123.0,20.962467193603498,105.79236602783199,1.0,770000000.0,885203449.5
271,126.0,3.0,2.0,65.0,21.0116748809814,105.86267852783199,0.0,7500000000.0,5957801877.5
272,103.2,3.0,2.0,144.0,21.0919170379639,105.78500366210899,1.0,4300000000.0,3758043089.5
273,94.0,3.0,2.0,144.0,20.996685028076197,105.873847961426,1.0,2900000000.0,2964091221.5
274,128.0,3.0,2.0,34.0,21.0277194976807,105.78589630127001,0.0,5700000000.0,4532307093.5
275,110.0,3.0,2.0,734.0,21.002666473388697,105.8154296875,1.0,4600000000.0,5133079581.5
276,60.0,2.0,1.0,1.0,21.0024147033691,105.964111328125,0.0,1490000000.0,1705305361.5
277,90.0,3.0,2.0,45.0,20.985540390014602,105.79894256591801,0.0,2500000000.0,2720456421.5
278,78.28,3.0,2.0,9.0,21.0576000213623,105.88459777832001,0.0,1850000000.0,2348907305.5
279,70.0,2.0,2.0,178.0,21.0058059692383,105.79437255859399,1.0,3300000000.0,2551805541.5
280,43.0,1.0,1.0,734.0,21.0065288543701,105.753555297852,0.0,1330000000.0,1000271881.5
281,131.5,3.0,2.0,734.0,21.002666473388697,105.8154296875,1.0,5600000000.0,5759649681.5
282,73.0,2.0,2.0,93.0,20.9830436706543,105.757339477539,1.0,1890000000.0,1463252089.5
283,86.0,2.0,2.0,93.0,20.983570098877,105.772262573242,1.0,1290000000.0,2021075429.5
284,110.0,2.0,2.0,3.0,21.0005722045898,105.83708190917999,0.0,3200000000.0,3890463361.5
285,57.0,2.0,1.0,67.0,21.0786514282227,105.802612304688,0.0,2500000000.0,1958331869.5
286,100.0,3.0,1.0,1.0,21.0219033,105.8157732,0.0,1900000000.0,3312676637.5
287,50.0,2.0,2.0,1.0,20.9993894,105.81134640000002,0.0,720000000.0,1603900973.5
288,79.0,2.0,2.0,50.0,20.970058441162106,105.87777709960899,1.0,2350000000.0,1979010993.5
289,77.0,2.0,2.0,178.0,21.0058059692383,105.79437255859399,1.0,3100000000.0,2929134949.5
290,95.54,3.0,2.0,45.0,20.9824485778809,105.782279968262,1.0,2500000000.0,2434306717.5
291,84.0,2.0,1.0,123.0,20.962467193603498,105.79236602783199,1.0,1320000000.0,964265197.5
292,54.8,2.0,2.0,33.0,20.9605541229248,105.845962524414,1.0,1440000000.0,1344723609.5
293,131.2,3.0,3.0,144.0,21.03342628479,105.77883148193399,1.0,4600000000.0,5850510733.5
294,65.0,2.0,2.0,1.0,20.9848365783691,105.85985565185499,1.0,1800000000.0,1931858949.5
295,139.0,3.0,2.0,3.0,20.9636821746826,105.77370452880899,1.0,3100000000.0,1200537521.5
296,65.0,2.0,2.0,20.0,21.0304050445557,105.777030944824,1.0,1900000000.0,2246377129.5
297,190.0,4.0,4.0,734.0,20.9947910308838,105.86784362792999,0.0,8500000000.0,7181765453.5
298,85.0,2.0,2.0,12.0,21.0119361877441,105.77499389648399,1.0,2400000000.0,2837982449.5
299,76.0,2.0,2.0,7.0,20.9397029876709,105.787254333496,1.0,1100000000.0,763378697.5
300,51.0,2.0,2.0,178.0,21.0058059692383,105.79437255859399,0.0,2050000000.0,2013295213.5
301,84.0,3.0,2.0,54.0,20.9972763061523,105.80298614502001,1.0,3200000000.0,2555996253.5
302,70.0,2.0,2.0,1.0,20.983491897583,105.85003662109399,0.0,1600000000.0,2145067281.5
303,40.0,2.0,2.0,22.0,21.0141487121582,105.78872680664101,1.0,1240000000.0,932838229.5
304,55.0,1.0,1.0,734.0,21.0317993164063,105.814193725586,1.0,4100000000.0,3958950361.5
305,123.0,3.0,2.0,67.0,21.072135925293,105.810997009277,1.0,3400000000.0,4684376825.5
306,60.1,3.0,1.0,734.0,21.0065288543701,105.753555297852,1.0,1570000000.0,3091939701.5
307,132.0,3.0,3.0,734.0,21.0461521148682,105.915649414063,0.0,4200000000.0,5285483537.5
308,80.0,2.0,2.0,67.0,21.0187587738037,105.794776916504,0.0,2400000000.0,3048308725.5
309,94.0,3.0,2.0,67.0,21.0187587738037,105.794776916504,0.0,2700000000.0,3466598273.5
310,76.0,2.0,2.0,12.0,20.9894237518311,105.866561889648,1.0,2200000000.0,2348769661.5
311,111.9,3.0,2.0,21.0,21.002698898315398,105.792427062988,1.0,3700000000.0,3666613885.5
312,97.5,2.0,2.0,734.0,20.9947910308838,105.86784362792999,1.0,3600000000.0,3174750469.5
313,48.1,2.0,1.0,734.0,21.0065288543701,105.753555297852,1.0,1200000000.0,1516692765.5
314,83.0,3.0,2.0,118.0,21.0495662689209,105.778594970703,1.0,2900000000.0,3377834065.5
315,100.0,3.0,2.0,1.0,20.9860000610352,105.812187194824,1.0,3050000000.0,3174870389.5
316,82.0,3.0,2.0,45.0,20.985540390014602,105.79894256591801,1.0,2400000000.0,2226990013.5
317,250.0,3.0,4.0,21.0,21.014173507690398,105.77587127685499,1.0,10500000000.0,12428043413.5
318,102.6,3.0,2.0,1.0,21.0292072296143,105.764450073242,1.0,3100000000.0,3066136465.5
319,122.0,3.0,2.0,38.0,20.9834575653076,105.78564453125,0.0,2500000000.0,3057766885.5
320,112.5,4.0,2.0,1.0,21.0409755706787,105.91366577148399,0.0,2800000000.0,3133832185.5
321,50.0,2.0,1.0,3.0,21.0327262878418,105.753746032715,1.0,1400000000.0,1950583621.5
322,98.0,3.0,2.0,83.0,21.0626907348633,105.90833282470699,1.0,1900000000.0,3181083641.5
323,103.8,3.0,2.0,27.0,21.0511112213135,105.800590515137,1.0,3300000000.0,3794529973.5
324,60.0,2.0,2.0,123.0,20.9557151794434,105.807090759277,1.0,1050000000.0,993202489.5
325,89.0,3.0,2.0,83.0,21.0315856933594,105.768203735352,1.0,2100000000.0,3082028577.5
326,72.0,2.0,2.0,62.0,21.0160980224609,105.79248809814501,1.0,2400000000.0,2598828529.5
327,60.0,2.0,2.0,24.0,20.957574844360398,105.806900024414,0.0,850000000.0,1547081509.5
328,80.3,2.0,2.0,144.0,21.0919170379639,105.78500366210899,1.0,3200000000.0,3272824201.5
329,118.0,3.0,2.0,27.0,21.06853675842289,105.802764892578,1.0,5300000000.0,3920491245.5
330,102.0,2.0,2.0,20.0,20.9797115325928,105.844833374023,0.0,2900000000.0,2777759177.5
331,55.0,1.0,1.0,734.0,21.002666473388697,105.8154296875,0.0,2650000000.0,3444114973.5
332,72.0,2.0,2.0,8.0,20.9965381622314,105.863388061523,1.0,2700000000.0,2284955377.5
333,67.6,2.0,2.0,16.0,21.082349777221697,105.871757507324,1.0,1400000000.0,1773085941.5
334,69.0,2.0,2.0,32.0,21.0209789276123,105.791061401367,0.0,2650000000.0,2420889841.5
335,123.0,4.0,2.0,16.0,20.985431671142603,105.839340209961,1.0,4200000000.0,4296495189.5
336,154.3,3.0,3.0,59.0,20.9865188598633,105.78639984130899,1.0,3800000000.0,4529164549.5
337,86.5,2.0,2.0,3.0,20.9874248504639,105.851547241211,1.0,1770000000.0,2774564793.5
338,113.5,3.0,2.0,1.0,21.05616876094108,105.90206013219571,0.0,2900000000.0,4137841705.5
339,225.0,4.0,3.0,19.0,21.0190162658691,105.79320526122999,1.0,7000000000.0,8972800213.5
340,63.0,2.0,2.0,734.0,21.0065288543701,105.753555297852,1.0,2200000000.0,1093587193.5
341,127.0,3.0,3.0,20.0,20.97843933105469,105.77264404296899,1.0,2780000000.0,2906583773.5
342,31.0,2.0,2.0,1.0,21.0024147033691,105.964111328125,0.0,860000000.0,3006673657.5
343,120.0,3.0,2.0,734.0,20.994333267211896,105.86756134033199,1.0,3700000000.0,4633141901.5
344,62.0,2.0,2.0,3.0,20.9319801330566,105.850410461426,1.0,1320000000.0,1591641261.5
345,60.5,2.0,1.0,1.0,21.0450471,105.7773378,1.0,1100000000.0,1796585345.5
346,106.0,3.0,2.0,734.0,20.994333267211896,105.86756134033199,1.0,4600000000.0,4297702657.5
347,69.21,2.0,2.0,1.0,21.0404987335205,105.90479278564501,1.0,1310000000.0,1896742257.5
348,146.0,3.0,2.0,178.0,21.064899444580103,105.827049255371,0.0,6600000000.0,9485775157.5
349,97.8,3.0,2.0,1.0,20.9939002990723,105.76019287109399,1.0,2500000000.0,2504913289.5
350,62.2,2.0,1.0,734.0,20.998958587646502,105.788032531738,1.0,2500000000.0,2559414917.5
351,61.0,2.0,1.0,734.0,20.998958587646502,105.788032531738,1.0,2450000000.0,2553906625.5
352,95.0,3.0,2.0,7.0,21.0658397674561,105.798149108887,0.0,3100000000.0,2860008481.5
353,105.0,2.0,2.0,83.0,20.9796447753906,105.792343139648,1.0,2450000000.0,2687352169.5
354,91.2,3.0,2.0,1.0,21.0004196166992,105.803436279297,0.0,2600000000.0,3064495129.5
355,74.18,2.0,2.0,2.0,21.015453338623,105.779296875,1.0,2400000000.0,2515068697.5
356,153.0,4.0,2.0,67.0,21.072135925293,105.810997009277,1.0,4000000000.0,5132431833.5
357,89.0,3.0,2.0,734.0,20.994333267211896,105.86756134033199,0.0,4050000000.0,4011957093.5
358,89.0,3.0,2.0,10.0,20.961841583252,105.79552459716801,0.0,1420000000.0,2200180297.5
359,91.0,2.0,2.0,59.0,20.9865188598633,105.78639984130899,1.0,2400000000.0,2551906149.5
360,78.78,2.0,2.0,734.0,21.0365676879883,105.760482788086,0.0,3100000000.0,3157152517.5
361,66.0,2.0,2.0,1.0,20.9947719573975,105.80612945556601,1.0,2400000000.0,2031033221.5
362,64.0,2.0,2.0,1.0,21.0024147033691,105.964111328125,0.0,1900000000.0,1456799949.5
363,43.0,1.0,1.0,1.0,21.0024147033691,105.964111328125,0.0,1200000000.0,1183180633.5
364,190.0,5.0,4.0,65.0,21.0116748809814,105.86267852783199,1.0,12000000000.0,9368018953.5
365,46.0,1.0,1.0,144.0,20.996685028076197,105.873847961426,0.0,1730000000.0,1773279105.5
366,80.0,2.0,2.0,734.0,21.0365676879883,105.760482788086,1.0,2800000000.0,3046203041.5
367,85.0,3.0,2.0,33.0,20.9906997680664,105.814277648926,1.0,3200000000.0,2532162085.5
368,50.0,2.0,1.0,33.0,20.9906997680664,105.814277648926,0.0,1850000000.0,1568068241.5
369,68.8,2.0,2.0,1.0,21.0798377990723,105.78685760497999,1.0,1260000000.0,1760272177.5
370,46.3,1.0,1.0,1.0,21.0024147033691,105.964111328125,1.0,1280000000.0,1120459425.5
371,89.5,3.0,2.0,1.0,21.022161483764602,105.771797180176,1.0,3300000000.0,2969787789.5
372,102.0,2.0,2.0,10.0,21.0124912261963,105.811317443848,0.0,3800000000.0,3767759525.5
373,94.5,2.0,2.0,3.0,20.9298248291016,105.854331970215,1.0,1640000000.0,666038937.5
374,202.0,4.0,3.0,19.0,21.0360012054443,105.78246307372999,1.0,9800000000.0,7297870345.5
375,116.7,3.0,2.0,144.0,21.0919170379639,105.78500366210899,0.0,4100000000.0,4143418625.5
376,63.0,2.0,2.0,34.0,21.0277194976807,105.78589630127001,1.0,2700000000.0,2192196361.5
377,70.0,2.0,2.0,83.0,20.9739627838135,105.78907012939501,0.0,1500000000.0,1702977921.5
378,106.0,3.0,2.0,21.0,20.9981651306152,105.80150604247999,1.0,4500000000.0,3531395341.5
379,116.7,3.0,2.0,144.0,21.0919170379639,105.78500366210899,0.0,3990000000.0,4143418625.5
380,44.7,1.0,1.0,1.0,20.9848365783691,105.85985565185499,1.0,1565000000.0,1159251433.5
381,143.81,3.0,2.0,734.0,20.998958587646502,105.788032531738,0.0,7200000000.0,4799508473.5
382,70.0,2.0,2.0,9.0,20.9991188049316,105.80844116210899,0.0,3100000000.0,2287175629.5
383,73.0,2.0,2.0,734.0,20.9947910308838,105.86784362792999,1.0,2600000000.0,2889427445.5
384,132.0,3.0,3.0,59.0,20.9865188598633,105.78639984130899,0.0,2900000000.0,3455210313.5
385,79.0,2.0,2.0,28.0,20.9996452331543,105.799385070801,1.0,2000000000.0,2644104409.5
386,43.0,1.0,1.0,734.0,21.0065288543701,105.753555297852,0.0,1500000000.0,1000271881.5
387,64.0,2.0,2.0,118.0,20.979537963867198,105.84161376953101,1.0,1880000000.0,1715973665.5
388,45.0,2.0,1.0,1.0,20.9835942,105.8455227,1.0,650000000.0,847382665.5
389,64.0,2.0,2.0,22.0,21.035120010376,105.767433166504,1.0,1800000000.0,2193744369.5
390,75.0,2.0,2.0,13.0,21.0505809783936,105.79224395752001,1.0,2300000000.0,2649148117.5
391,120.0,3.0,2.0,4.0,21.0509147644043,105.77820587158199,1.0,3300000000.0,3514223361.5
392,74.3,2.0,2.0,45.0,20.9824485778809,105.782279968262,0.0,2240000000.0,1909205945.5
393,75.0,3.0,2.0,734.0,21.0065288543701,105.753555297852,0.0,2400000000.0,2730094129.5
394,67.0,2.0,2.0,8.0,20.973217010498,105.778854370117,0.0,2000000000.0,1666082181.5
395,98.0,3.0,3.0,78.0,21.081007003784197,105.81809234619101,1.0,3900000000.0,4114539125.5
396,66.0,2.0,2.0,1.0,21.0292072296143,105.764450073242,1.0,1840000000.0,2212321741.5
397,81.0,2.0,2.0,1.0,21.022161483764602,105.771797180176,0.0,2500000000.0,2449102729.5
398,95.0,3.0,2.0,45.0,20.9824485778809,105.782279968262,1.0,1600000000.0,2422511785.5
399,70.0,2.0,2.0,123.0,20.962467193603498,105.79236602783199,1.0,920000000.0,1194630173.5
400,112.0,3.0,2.0,58.0,20.9968299865723,105.793838500977,0.0,2750000000.0,3666697093.5
401,86.2,3.0,2.0,23.0,21.0555438995361,105.805130004883,1.0,3350000000.0,3164167765.5
402,78.0,2.0,2.0,51.0,20.9687538146973,105.79210662841801,0.0,1480000000.0,1641648353.5
403,92.0,3.0,2.0,33.0,20.9605541229248,105.845962524414,1.0,2100000000.0,2321638421.5
404,53.0,1.0,1.0,734.0,20.9947910308838,105.86784362792999,1.0,1900000000.0,2510834001.5
405,82.0,2.0,2.0,4.0,20.9959945678711,105.86126708984399,1.0,3350000000.0,2704359469.5
406,94.0,3.0,2.0,53.0,21.029411315918,105.768753051758,0.0,3500000000.0,3013298569.5
407,93.6,3.0,2.0,78.0,21.081007003784197,105.81809234619101,1.0,3400000000.0,3626224165.5
408,42.0,2.0,1.0,1.0,21.0657853,105.7917504,1.0,700000000.0,1323929545.5
409,104.0,3.0,2.0,111.0,21.0403366088867,105.76758575439501,1.0,3300000000.0,3563101585.5
410,78.0,3.0,2.0,13.0,21.0371780395508,105.87306976318399,1.0,2600000000.0,2392434105.5
411,93.0,2.0,2.0,734.0,21.002666473388697,105.8154296875,1.0,3500000000.0,4093664665.5
412,93.0,3.0,2.0,65.0,21.0116748809814,105.86267852783199,0.0,4900000000.0,3520353973.5
413,65.0,2.0,2.0,44.0,20.9732913970947,105.82000732421899,1.0,1000000000.0,1644673269.5
414,103.0,3.0,2.0,111.0,21.0403366088867,105.76758575439501,1.0,3210000000.0,3541568437.5
415,85.0,2.0,2.0,12.0,21.0119361877441,105.77499389648399,0.0,2400000000.0,2569591573.5
416,75.5,2.0,2.0,4.0,20.9800987243652,105.87424468994101,1.0,1860000000.0,2199479841.5
417,75.0,2.0,2.0,734.0,20.9947910308838,105.86784362792999,1.0,2680000000.0,2898990697.5
418,88.0,3.0,2.0,45.0,20.9824485778809,105.782279968262,1.0,2400000000.0,2255527869.5
419,213.0,4.0,4.0,734.0,21.0229530334473,105.809814453125,0.0,14000000000.0,14339237485.5
420,86.0,3.0,2.0,23.0,21.0555438995361,105.805130004883,1.0,4000000000.0,3157636209.5
421,74.0,2.0,2.0,111.0,21.0403366088867,105.76758575439501,1.0,2350000000.0,2881706069.5
422,112.0,2.0,2.0,21.0,21.008365631103498,105.802909851074,1.0,3050000000.0,4329976489.5
423,93.2,2.0,2.0,1.0,21.0004196166992,105.803436279297,0.0,2600000000.0,2988838537.5
424,111.4,3.0,3.0,178.0,21.064899444580103,105.827049255371,1.0,7000000000.0,6162479761.5
425,72.0,2.0,2.0,1.0,21.0409755706787,105.91366577148399,1.0,1980000000.0,1843232713.5
426,51.1,2.0,2.0,178.0,21.0058059692383,105.79437255859399,0.0,2400000000.0,2017402237.5
427,76.0,2.0,2.0,1.0,20.9947719573975,105.80612945556601,0.0,2800000000.0,2387552165.5
428,78.7,2.0,2.0,1.0,21.014455795288104,105.81383514404301,1.0,3540000000.0,2866675665.5
429,62.0,2.0,2.0,62.0,21.0160980224609,105.79248809814501,1.0,2300000000.0,2088343933.5
430,74.0,2.0,2.0,58.0,20.9968299865723,105.793838500977,1.0,2000000000.0,2344788381.5
431,109.0,3.0,2.0,34.0,21.0371532440186,105.786338806152,1.0,4427000000.0,3838542789.5
432,100.0,3.0,2.0,178.0,21.0058059692383,105.79437255859399,1.0,5300000000.0,3553022929.5
433,92.0,3.0,2.0,1.0,21.0004196166992,105.803436279297,0.0,2700000000.0,3096622457.5
434,132.0,3.0,3.0,734.0,21.002666473388697,105.8154296875,1.0,5800000000.0,5736743385.5
435,84.3,2.0,2.0,1.0,20.9775714874268,105.842819213867,0.0,2000000000.0,2340418429.5
436,84.0,2.0,2.0,1.0,20.9947719573975,105.80612945556601,0.0,2900000000.0,2612004509.5
437,66.0,2.0,2.0,54.0,20.9972763061523,105.80298614502001,1.0,2500000000.0,2032604085.5
438,88.0,3.0,2.0,45.0,20.9824485778809,105.782279968262,0.0,2500000000.0,2411550917.5
439,67.0,2.0,2.0,734.0,21.0197982788086,105.780708312988,1.0,3200000000.0,2991551057.5
440,61.0,2.0,2.0,33.0,20.9906997680664,105.814277648926,1.0,2250000000.0,1726428301.5
441,31.0,1.0,1.0,1.0,21.0024147033691,105.964111328125,0.0,820000000.0,1612205181.5
442,80.0,3.0,2.0,1.0,21.0024147033691,105.964111328125,1.0,2700000000.0,1544166881.5
443,153.0,4.0,3.0,67.0,21.072135925293,105.810997009277,0.0,4300000000.0,6071376157.5
444,64.0,2.0,2.0,2.0,21.034620285034197,105.79354095459,0.0,1800000000.0,2107003501.5
445,111.0,2.0,2.0,21.0,21.008365631103498,105.802909851074,0.0,2997000000.0,3987858629.5
446,80.0,2.0,2.0,33.0,20.9625549316406,105.76525115966801,1.0,1500000000.0,1104470241.5
447,93.0,3.0,2.0,734.0,21.0365676879883,105.760482788086,1.0,3800000000.0,4155546965.5
448,133.39,3.0,2.0,59.0,20.987026214599602,105.786834716797,1.0,3800000000.0,3404929269.5
449,88.0,2.0,2.0,15.0,21.008733749389602,105.790229797363,0.0,2400000000.0,2876913701.5
450,70.0,2.0,2.0,5.0,21.0680141448975,105.797080993652,1.0,2300000000.0,2157851789.5
451,113.0,3.0,2.0,3.0,21.002122458823106,105.79232597351,0.0,3420000000.0,3670373733.5
452,103.0,3.0,2.0,54.0,20.9972763061523,105.80298614502001,1.0,4500000000.0,3403885789.5
453,56.0,2.0,1.0,93.0,20.9798679351807,105.74391937255899,0.0,1100000000.0,1416845909.5
454,67.0,2.0,2.0,19.0,21.0048503875732,105.72810363769501,1.0,1550000000.0,1759353737.5
455,74.0,2.0,2.0,118.0,21.0495662689209,105.778594970703,1.0,2700000000.0,3123155205.5
456,63.87,2.0,2.0,40.0,21.004817962646502,105.804672241211,1.0,2400000000.0,2038666345.5
457,80.0,2.0,2.0,734.0,21.0317993164063,105.814193725586,1.0,5500000000.0,4990316121.5
458,92.0,2.0,2.0,1.0,21.0004196166992,105.803436279297,0.0,2600000000.0,2951406849.5
459,80.0,2.0,2.0,734.0,21.0317993164063,105.814193725586,1.0,6000000000.0,4990316121.5
460,155.0,3.0,2.0,8.0,21.0350513458252,105.794975280762,1.0,5400000000.0,5695796661.5
461,104.0,3.0,2.0,111.0,21.0403366088867,105.76758575439501,0.0,3130000000.0,3569399853.5
462,173.0,4.0,3.0,111.0,21.0403366088867,105.76758575439501,1.0,5000000000.0,5991810685.5
463,71.0,2.0,2.0,69.0,21.0295810699463,105.850410461426,1.0,1900000000.0,2698227749.5
464,68.0,2.0,2.0,62.0,21.0160980224609,105.79248809814501,0.0,2600000000.0,2472884033.5
465,70.0,2.0,2.0,734.0,20.998958587646502,105.788032531738,0.0,2700000000.0,2545468857.5
466,82.0,2.0,2.0,58.0,20.9908123016357,105.78391265869101,1.0,1800000000.0,2391021901.5
467,80.7,2.0,2.0,54.0,20.9972763061523,105.80298614502001,1.0,2860000000.0,2712474657.5
468,95.0,2.0,2.0,5.0,21.0360927581787,105.783302307129,0.0,2950000000.0,3144829921.5
469,83.0,2.0,2.0,734.0,20.9947910308838,105.86784362792999,1.0,2950000000.0,2960687525.5
470,49.0,2.0,1.0,1.0,21.0395998,105.82798350000007,1.0,900000000.0,1165715533.5
471,80.0,2.0,2.0,734.0,21.0317993164063,105.814193725586,1.0,5500000000.0,4990316121.5
472,70.0,2.0,2.0,1.0,21.0411815643311,105.73535919189501,1.0,1850000000.0,2050495093.5
473,89.0,3.0,2.0,78.0,21.081007003784197,105.81809234619101,1.0,3300000000.0,3510598165.5
474,56.0,2.0,1.0,1.0,21.035680770874,105.771202087402,1.0,1550000000.0,1810370901.5
475,74.0,2.0,2.0,45.0,20.9824485778809,105.782279968262,0.0,978000000.0,1905675665.5
476,91.0,3.0,2.0,1.0,21.0029863,105.865675,0.0,2650000000.0,3168182573.5
477,80.0,2.0,2.0,1.0,20.9859714508057,105.79833984375,1.0,2200000000.0,2381534189.5
478,72.0,2.0,2.0,83.0,20.9739627838135,105.78907012939501,0.0,1450000000.0,1722033877.5
479,127.5,3.0,2.0,34.0,21.0277194976807,105.78589630127001,0.0,5900000000.0,4511631317.5
480,67.0,2.0,2.0,1.0,21.0646114349365,105.911117553711,1.0,2150000000.0,1564915657.5
481,74.0,2.0,2.0,93.0,20.9830436706543,105.757339477539,1.0,1820000000.0,1479057877.5
482,76.0,2.0,2.0,118.0,21.0083923339844,105.73024749755899,1.0,1420000000.0,1611333169.5
483,50.0,2.0,2.0,1.0,21.0091003,105.8564284,1.0,1180000000.0,1317780005.5
484,99.0,3.0,2.0,111.0,21.0403366088867,105.76758575439501,1.0,3300000000.0,3456496589.5
485,78.0,3.0,2.0,27.0,21.0423583984375,105.927299499512,1.0,1650000000.0,1818886217.5
486,58.9,2.0,2.0,1.0,21.0798377990723,105.78685760497999,0.0,1150000000.0,1218521729.5
487,75.0,1.0,2.0,5.0,21.0808716743317,105.81524205207899,1.0,4300000000.0,2370112137.5
488,76.3,2.0,2.0,93.0,21.0508708953857,105.78612518310499,1.0,2400000000.0,3171786617.5
489,35.0,1.0,1.0,1.0,21.0713761,105.7943322,0.0,570000000.0,536128081.5
490,89.93,3.0,2.0,1.0,20.998046875,105.80354309082001,0.0,2900000000.0,2985821349.5
491,80.0,2.0,2.0,17.0,21.0347061157227,105.792343139648,0.0,2990000000.0,2798371937.5
492,69.0,2.0,2.0,32.0,21.0209789276123,105.791061401367,0.0,2300000000.0,2420889841.5
493,120.0,3.0,2.0,734.0,20.994333267211896,105.86756134033199,0.0,5750000000.0,4959853321.5
494,30.0,2.0,1.0,1.0,21.0117028,105.8368627,1.0,500000000.0,33287369.5
495,93.0,3.0,2.0,111.0,21.0403366088867,105.76758575439501,1.0,2500000000.0,3331523557.5
496,65.0,2.0,2.0,1.0,20.96728515625,105.778175354004,1.0,1520000000.0,1454710221.5
497,169.0,4.0,3.0,111.0,21.0403366088867,105.76758575439501,0.0,4667000000.0,5882422981.5
498,94.0,3.0,2.0,1.0,21.0086898803711,105.820510864258,1.0,4350000000.0,3338025129.5
499,118.0,3.0,2.0,734.0,20.994333267211896,105.86756134033199,1.0,3800000000.0,4578229057.5
500,86.0,3.0,2.0,1.0,21.0409755706787,105.91366577148399,1.0,2200000000.0,2362793249.5
501,74.35,2.0,2.0,45.0,20.9824485778809,105.782279968262,0.0,2240000000.0,1909792393.5
502,76.0,3.0,2.0,1.0,20.958904266357425,105.8381805419922,1.0,1580000000.0,1763438517.5
503,103.0,3.0,2.0,1.0,21.0292072296143,105.764450073242,1.0,2900000000.0,3069972481.5
504,110.0,3.0,2.0,734.0,20.994333267211896,105.86756134033199,1.0,5300000000.0,4382152961.5
505,30.0,1.0,1.0,1.0,20.9992771148682,105.73811340332001,1.0,1200000000.0,1352942033.5
506,62.0,2.0,2.0,33.0,20.9625549316406,105.76525115966801,1.0,1320000000.0,1078990905.5
507,85.0,3.0,2.0,734.0,20.998958587646502,105.788032531738,1.0,4000000000.0,3904495453.5
508,110.0,3.0,2.0,54.0,20.9972763061523,105.80298614502001,0.0,4000000000.0,3828625465.5
509,66.7,2.0,2.0,6.0,21.1250171661377,105.836883544922,0.0,1550000000.0,-169885058.5
510,86.0,2.0,2.0,2.0,21.0000820159912,105.82803344726601,0.0,4050000000.0,2913441413.5
511,61.0,2.0,1.0,78.0,21.081007003784197,105.81809234619101,1.0,2600000000.0,1782663269.5
512,94.0,2.0,2.0,1.0,21.0296809,105.7914804,1.0,2800000000.0,3550050497.5
513,79.9,3.0,2.0,1.0,21.0024147033691,105.964111328125,1.0,2300000000.0,1542798249.5
514,122.0,3.0,2.0,6.0,20.9989376068115,105.880195617676,1.0,2800000000.0,4692208045.5
515,58.9,2.0,1.0,734.0,21.0065288543701,105.753555297852,1.0,1600000000.0,1278272673.5
516,59.0,2.0,2.0,78.0,21.0882797241211,105.80040740966801,0.0,1855000000.0,2051775497.5
517,83.3,2.0,2.0,93.0,20.9719924926758,105.75634002685499,1.0,1350000000.0,1095573689.5
518,54.0,2.0,2.0,1.0,20.959905624389602,105.791801452637,1.0,1500000000.0,1184297689.5
519,85.0,3.0,2.0,33.0,20.9906997680664,105.814277648926,1.0,2950000000.0,2532162085.5
520,103.9,3.0,2.0,1.0,21.048288345336896,105.87445068359399,1.0,2992000000.0,3796531741.5
521,93.1,2.0,2.0,1.0,21.0004196166992,105.803436279297,0.0,2700000000.0,2985716649.5
522,28.0,2.0,2.0,1.0,21.0024147033691,105.964111328125,0.0,850000000.0,3156490445.5
523,99.9,3.0,2.0,20.0,20.9797115325928,105.844833374023,0.0,2900000000.0,3327349121.5
524,82.3,2.0,2.0,7.0,20.9992942810059,105.80495452880899,0.0,3000000000.0,2659751941.5
525,62.0,2.0,2.0,123.0,20.962467193603498,105.79236602783199,0.0,850000000.0,1374730605.5
526,58.0,2.0,2.0,6.0,20.9952507019043,105.784408569336,1.0,1680000000.0,1664159137.5
527,83.0,2.0,2.0,734.0,20.9947910308838,105.86784362792999,1.0,2900000000.0,2960687525.5
528,76.0,2.0,2.0,178.0,21.069709777832,105.811210632324,0.0,3400000000.0,4275863425.5
529,112.9,3.0,3.0,3.0,21.011089324951197,105.799903869629,0.0,3500000000.0,3675906273.5
530,112.9,3.0,2.0,111.0,21.0403366088867,105.76758575439501,1.0,3541000000.0,3760435777.5
531,162.0,3.0,3.0,7.0,21.035104751586896,105.76554107666,0.0,4300000000.0,4710911313.5
532,66.7,2.0,2.0,123.0,20.962467193603498,105.79236602783199,0.0,1050000000.0,1378435253.5
533,139.0,3.0,2.0,111.0,21.0403366088867,105.76758575439501,1.0,3900000000.0,4425396669.5
534,53.0,1.0,1.0,734.0,21.0190830230713,105.78173065185499,1.0,2250000000.0,2696949105.5
535,47.1,1.0,1.0,1.0,21.0024147033691,105.964111328125,1.0,1200000000.0,1099901345.5
536,70.0,2.0,2.0,1.0,21.0024147033691,105.964111328125,1.0,1700000000.0,1406798717.5
537,100.0,3.0,2.0,144.0,20.996685028076197,105.873847961426,0.0,3200000000.0,3736739897.5
538,181.0,3.0,2.0,734.0,21.002666473388697,105.8154296875,0.0,7500000000.0,9938581769.5
539,80.0,2.0,2.0,734.0,21.0365676879883,105.760482788086,1.0,2900000000.0,3046203041.5
540,95.5,3.0,2.0,21.0,20.9846420288086,105.77471923828101,1.0,1460000000.0,2449119229.5
