Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,ViDo,KinhDo,LoaiTin
7000000000.0,115.0,3,2,7,6,0,1,21.0082607269287,105.796043395996,0
965000000.0,69.0,3,2,7,6,1,11,20.9264602661133,105.71282958984399,0
1700000000.0,69.0,2,2,4,3,1,1,21.0411815643311,105.73535919189501,0
2100000000.0,80.0,3,2,4,3,0,162,21.0443172454834,105.877861022949,0
2300000000.0,68.0,2,2,7,6,1,47,21.0209789276123,105.791061401367,0
2700000000.0,70.0,2,2,7,6,1,1403,21.011882781982397,105.786445617676,0
2100000000.0,83.0,3,2,6,6,0,162,21.0295810699463,105.850410461426,0
3200000000.0,100.0,3,2,6,6,1,162,21.0443172454834,105.877861022949,0
1300000000.0,62.0,2,2,8,5,1,62,20.9939575195313,105.78890991210899,0
4139000000.0,128.9,3,2,8,5,1,245,21.0403366088867,105.76758575439501,0
1180000000.0,62.0,2,2,8,5,0,62,20.9939575195313,105.78890991210899,0
1260000000.0,63.62,2,2,6,7,0,62,20.9939575195313,105.78890991210899,0
2200000000.0,80.1,2,2,3,4,0,126,21.064998626709002,105.80028533935499,0
3100000000.0,104.0,3,2,3,4,1,20,21.033765792846697,105.770301818848,0
4200000000.0,132.0,4,3,8,5,1,1,21.022161483764602,105.771797180176,0
2700000000.0,92.0,3,2,7,6,0,61,20.997150421142603,105.82169342041,0
1490000000.0,70.0,2,1,6,8,1,208,20.97145652771,105.828170776367,0
3600000000.0,95.0,3,2,7,6,0,151,21.081007003784197,105.81809234619101,0
2650000000.0,80.73,3,2,7,6,0,22,20.9827823638916,105.83438110351601,0
5500000000.0,107.6,3,2,6,5,1,1403,21.0197982788086,105.780708312988,0
1200000000.0,80.0,3,2,4,3,1,1,21.0460559,105.79164640000002,0
1670000000.0,88.0,2,2,7,6,1,99,20.9760246276855,105.761596679688,0
1500000000.0,68.0,2,1,7,6,1,208,20.9739627838135,105.78907012939501,0
3660000000.0,134.0,3,3,8,5,0,245,21.0403366088867,105.76758575439501,0
1600000000.0,56.0,1,1,6,7,1,153,20.9968299865723,105.793838500977,0
3400000000.0,134.0,4,3,3,4,0,245,21.0403366088867,105.76758575439501,0
8000000000.0,143.0,4,3,3,4,0,160,21.04117202758789,105.825096130371,0
2200000000.0,80.0,3,2,5,8,1,1,21.0118082,105.8083617,0
3500000000.0,113.0,3,2,3,4,1,1403,21.0363712310791,105.780860900879,0
1750000000.0,65.0,2,1,3,4,0,59,21.0141487121582,105.78872680664101,0
2290000000.0,75.3,3,2,8,5,1,1,21.0024147033691,105.964111328125,0
1830000000.0,84.7,2,2,8,5,0,106,20.9625549316406,105.76525115966801,0
3500000000.0,134.0,3,3,8,5,0,25,21.0300979614258,105.761878967285,0
3500000000.0,134.0,3,3,8,5,0,48,21.035120010376,105.767433166504,0
3500000000.0,134.0,3,3,8,5,0,64,21.029411315918,105.768753051758,0
3500000000.0,134.0,3,3,8,5,0,1403,21.0365676879883,105.760482788086,0
6400000000.0,122.0,3,2,8,5,0,366,21.083890914917,105.80847930908199,0
3500000000.0,134.0,3,3,8,5,0,1,21.022161483764602,105.771797180176,0
3600000000.0,113.0,3,2,3,4,1,1,21.022161483764602,105.771797180176,0
2750000000.0,61.0,2,1,2,1,1,151,21.081007003784197,105.81809234619101,0
3600000000.0,134.0,3,2,4,3,0,1,21.0159072875977,105.78018188476601,0
1100000000.0,70.0,2,2,6,7,0,447,20.962467193603498,105.79236602783199,0
2500000000.0,65.0,2,2,6,7,0,1,21.036217,105.81189309999999,0
3500000000.0,113.0,3,2,7,6,1,30,21.035104751586896,105.76554107666,0
3600000000.0,128.0,3,2,7,6,1,32,21.0190162658691,105.79320526122999,0
3500000000.0,134.0,3,2,5,8,1,245,21.0403366088867,105.76758575439501,0
3500000000.0,113.0,3,2,7,6,1,245,21.0403366088867,105.76758575439501,0
1500000000.0,68.0,2,2,7,6,0,29,20.9753150939941,105.78067779541,0
2400000000.0,110.0,2,2,4,3,1,35,21.0151062011719,105.72484588622999,0
2540000000.0,95.54,3,2,4,3,0,70,20.9824485778809,105.782279968262,0
1300000000.0,67.0,2,2,7,6,1,41,20.9994716644287,105.72045135497999,0
5400000000.0,135.0,4,3,7,6,0,1403,21.0363712310791,105.780860900879,0
4000000000.0,95.6,3,2,6,7,1,1,21.0240802764893,105.78963470459,0
4000000000.0,144.0,3,2,6,7,1,35,21.024976730346697,105.791229248047,0
1550000000.0,59.0,2,1,6,7,1,1,21.0024147033691,105.964111328125,0
3300000000.0,124.5,3,2,7,6,0,37,20.993579864502,105.79821014404301,0
1800000000.0,82.0,2,2,7,6,1,1,20.96728515625,105.778175354004,0
4500000000.0,106.0,2,2,7,6,1,23,21.014173507690398,105.77587127685499,0
1300000000.0,66.0,2,2,7,6,0,41,20.9994716644287,105.72045135497999,0
1200000000.0,46.0,1,1,6,7,1,1,21.0024147033691,105.964111328125,0
1340000000.0,70.0,2,2,6,7,0,208,21.0626907348633,105.90833282470699,0
3680000000.0,117.0,3,2,8,5,1,59,21.0202007293701,105.808876037598,0
4140000000.0,128.0,3,2,5,8,0,32,21.0190162658691,105.79320526122999,0
1790000000.0,54.9,2,1,7,6,0,1,20.9897538548753,105.94162368774401,0
2935000000.0,125.0,3,2,7,6,0,35,21.0247650146484,105.785766601563,0
2400000000.0,93.0,3,2,6,7,1,208,21.0315856933594,105.768203735352,0
3100000000.0,110.0,3,2,8,5,1,15,21.024124145507802,105.811195373535,0
2600000000.0,112.0,3,2,7,6,0,78,20.973667144775398,105.75871276855499,0
1800000000.0,69.0,2,2,2,1,0,41,20.973093032836896,105.83837127685499,0
3400000000.0,107.0,3,2,2,1,1,25,21.0300979614258,105.761878967285,0
2700000000.0,128.0,4,3,2,1,0,35,20.97843933105469,105.77264404296899,0
1500000000.0,64.0,2,2,2,1,1,1,20.9669920725565,105.774481999158,0
1400000000.0,57.0,2,2,2,1,0,75,20.9605541229248,105.845962524414,0
2500000000.0,91.2,2,2,8,5,0,1,21.0004196166992,105.803436279297,0
450000000.0,61.0,2,1,6,7,1,1,20.8805461186898,105.584795779657,0
1260000000.0,62.64,2,2,8,5,0,62,20.9939575195313,105.78890991210899,0
3500000000.0,96.0,3,3,6,8,1,121,21.0160980224609,105.79248809814501,0
606000000.0,48.86,1,1,6,7,1,11,20.9264602661133,105.71282958984399,0
1490000000.0,60.0,2,1,6,7,0,1,21.0024147033691,105.964111328125,0
1250000000.0,59.0,2,1,5,8,0,106,20.9625549316406,105.76525115966801,0
3050000000.0,95.0,3,2,1,7,1,107,20.987026214599602,105.786834716797,0
1580000000.0,72.9,2,2,7,8,0,99,20.9760246276855,105.761596679688,0
1900000000.0,85.0,3,2,7,6,1,1,20.9939002990723,105.76019287109399,0
1900000000.0,85.0,3,2,7,6,0,1,20.9939002990723,105.76019287109399,0
2700000000.0,56.3,2,1,7,6,0,1,21.0086898803711,105.820510864258,0
590000000.0,32.0,1,2,7,6,0,1,21.030927399999996,105.7840373,0
850000000.0,33.0,1,1,7,6,0,1,21.051455899999997,105.8109757,0
1680000000.0,115.4,3,2,7,6,1,141,20.967233657836896,105.768295288086,0
1499000000.0,55.0,2,1,7,6,0,1,21.0023258,105.85371129999999,0
2800000000.0,93.0,3,2,7,6,1,32,20.9996452331543,105.799385070801,0
750000000.0,48.0,1,2,7,6,1,1,21.071376100000002,105.7943322,0
620000000.0,28.0,1,1,7,6,0,1,21.0161963,105.83204340000002,0
1050000000.0,63.44,2,1,6,7,0,447,20.962467193603498,105.79236602783199,0
980000000.0,56.0,2,2,7,8,1,447,20.963314056396502,105.82673645019501,0
950000000.0,47.0,1,2,7,6,0,1,21.019344699999998,105.8342908,0
2900000000.0,107.35,3,2,6,7,1,70,20.9824485778809,105.782279968262,0
5500000000.0,100.0,2,2,5,8,1,285,21.0194931030273,105.82234191894501,0
2750000000.0,72.0,2,2,7,6,1,43,21.012432098388697,105.76739501953101,0
4600000000.0,169.0,4,0,7,6,0,245,21.0403366088867,105.76758575439501,0
3050000000.0,99.0,2,3,8,5,0,141,21.014102935790998,105.801788330078,0
3700000000.0,112.0,3,2,4,3,1,286,21.0495662689209,105.778594970703,0
2000000000.0,66.8,2,2,6,7,1,49,21.0523986816406,105.78018188476601,0
870000000.0,55.8,2,2,8,6,0,73,20.957574844360398,105.806900024414,0
2200000000.0,74.0,2,2,6,7,1,70,20.9824485778809,105.782279968262,0
2350000000.0,81.0,2,2,4,3,1,30,21.0304050445557,105.777030944824,0
3100000000.0,80.0,2,2,7,6,1,39,21.0341358184814,105.764106750488,0
2950000000.0,120.0,4,2,4,3,1,7,21.0330371856689,105.761665344238,0
2150000000.0,97.0,3,2,6,7,1,39,21.0341358184814,105.764106750488,0
1540000000.0,73.0,3,2,5,8,1,208,20.9626617431641,105.82126617431601,0
2000000000.0,86.0,2,2,3,4,1,39,21.0341358184814,105.764106750488,0
3000000000.0,84.51,3,2,5,8,1,1,20.9739685058594,105.82169342041,0
2850000000.0,130.0,3,2,7,6,1,208,21.0315856933594,105.768203735352,0
850000000.0,52.5,2,1,6,7,0,447,20.962467193603498,105.79236602783199,0
1460000000.0,89.0,3,2,5,8,0,18,20.961841583252,105.79552459716801,0
2480000000.0,95.0,3,2,6,7,1,6,21.0451335906982,105.767791748047,0
5200000000.0,162.5,3,2,8,5,0,1,21.0137214660645,105.8134765625,0
1850000000.0,86.0,2,2,6,7,1,39,21.0341358184814,105.764106750488,0
2200000000.0,90.0,3,2,7,6,1,208,21.0315856933594,105.768203735352,0
3550000000.0,72.0,2,2,7,6,1,285,21.0058059692383,105.79437255859399,0
1519000000.0,64.0,2,2,7,6,0,1,20.96728515625,105.778175354004,0
2600000000.0,86.15,3,2,3,4,1,79,21.0555438995361,105.805130004883,0
1519000000.0,64.0,2,2,3,4,0,1,20.96728515625,105.778175354004,0
4800000000.0,106.0,3,2,3,3,1,1403,20.994333267211896,105.86756134033199,0
2604000000.0,95.54,3,2,3,4,1,70,20.9824485778809,105.782279968262,0
2500000000.0,89.0,2,2,5,6,1,50,21.0310840606689,105.77456665039101,0
989000000.0,48.0,1,2,8,7,1,32,21.036306381225604,105.933120727539,0
4000000000.0,100.0,3,2,8,5,0,151,21.081007003784197,105.81809234619101,0
4774000000.0,159.6,4,2,8,5,1,245,21.0403366088867,105.76758575439501,0
1900000000.0,60.0,2,2,8,5,0,286,20.979537963867198,105.84161376953101,0
3250000000.0,82.0,2,2,6,7,0,61,20.9984378814697,105.866737365723,0
4200000000.0,137.0,3,2,6,7,1,32,20.9996452331543,105.799385070801,0
1100000000.0,67.0,2,2,8,5,1,447,20.9635982513428,105.82803344726601,0
1470000000.0,85.0,3,2,8,5,0,18,20.961841583252,105.79552459716801,0
3700000000.0,136.6,3,3,8,5,1,13,20.9638843536377,105.824165344238,0
2900000000.0,131.0,3,2,7,6,1,2,20.9848670959473,105.83864593505899,0
5400000000.0,98.0,3,2,7,6,1,1,21.0182209014893,105.824096679688,0
3100000000.0,85.0,2,2,6,7,1,141,21.0639667510986,105.805503845215,0
550000000.0,35.0,1,1,8,6,1,1,21.071376100000002,105.7943322,0
2400000000.0,79.2,2,2,8,5,0,141,21.0187587738037,105.794776916504,0
3400000000.0,83.0,3,2,8,5,0,40,21.0292377471924,105.79385375976601,0
3100000000.0,100.0,2,2,8,5,0,141,21.014102935790998,105.801788330078,0
2500000000.0,80.0,2,2,8,5,1,1,21.0409908294678,105.790054321289,0
3200000000.0,105.0,2,2,8,5,0,20,21.008733749389602,105.790229797363,0
2050000000.0,73.5,2,2,4,3,0,1,20.978338241577106,105.83633422851601,0
2500000000.0,112.0,3,2,5,8,1,245,21.0403366088867,105.76758575439501,0
3640000000.0,89.0,2,2,4,3,0,43,21.0443725585938,105.80323028564501,0
5000000000.0,145.5,3,3,4,3,0,14,21.0124912261963,105.811317443848,0
1400000000.0,60.5,2,2,4,3,0,447,20.9635620117188,105.831611633301,0
3950000000.0,88.0,3,2,3,2,1,1403,20.994333267211896,105.86756134033199,0
2450000000.0,88.0,2,2,3,4,0,20,21.008733749389602,105.790229797363,0
2800000000.0,127.0,4,2,3,4,0,1,21.03607132044505,105.7941457238698,0
2100000000.0,74.0,2,2,5,8,1,70,20.9824485778809,105.782279968262,0
1850000000.0,45.0,1,2,5,8,0,1,20.9830759,105.8126459,0
3400000000.0,123.3,3,2,5,8,0,40,21.0292377471924,105.79385375976601,0
4400000000.0,110.0,3,2,5,8,1,84,21.0371532440186,105.786338806152,0
5000000000.0,110.0,3,2,3,5,0,84,21.0371532440186,105.786338806152,0
3400000000.0,94.0,3,2,1,2,1,151,21.081007003784197,105.81809234619101,0
1350000000.0,60.0,2,2,8,5,0,84,20.95252990722656,105.79031372070312,0
3850000000.0,97.2,3,2,6,5,1,366,21.0919170379639,105.78500366210899,0
4100000000.0,109.0,3,3,6,7,1,1403,21.002666473388697,105.8154296875,0
1900000000.0,74.0,2,2,6,7,1,177,20.983043670654297,105.75733947753906,0
2400000000.0,74.0,2,2,6,6,1,1,21.047119140625,105.78136444091801,0
3100000000.0,85.0,2,2,5,7,1,141,21.0639667510986,105.805503845215,0
3600000000.0,90.0,3,2,1,3,1,43,21.0443725585938,105.80323028564501,0
1700000000.0,45.0,1,1,5,3,0,29,21.0505809783936,105.79224395752001,0
1700000000.0,50.0,2,2,6,3,1,29,21.05119323730469,105.79364013671899,0
4200000000.0,99.0,3,2,7,6,0,366,21.0919170379639,105.78500366210899,0
1300000000.0,60.0,2,2,7,6,1,29,20.9753150939941,105.78067779541,0
4500000000.0,130.0,3,3,7,6,0,35,21.027410507202106,105.793510437012,0
3000000000.0,110.0,3,2,7,6,0,15,21.024124145507802,105.811195373535,0
2400000000.0,60.0,2,1,7,6,0,87,21.004817962646502,105.804672241211,0
1320000000.0,70.0,2,2,7,6,1,1,21.0404987335205,105.90479278564501,0
3800000000.0,122.0,3,2,7,6,0,1,20.998046875,105.80354309082001,0
1600000000.0,38.7,1,1,3,4,0,1403,21.0461521148682,105.915649414063,0
3000000000.0,97.0,2,2,4,3,0,35,21.027410507202106,105.793510437012,0
1760000000.0,50.0,1,1,4,3,0,366,20.996685028076197,105.873847961426,0
1350000000.0,70.0,2,2,4,3,0,1,21.0404987335205,105.90479278564501,0
3600000000.0,133.0,3,2,7,6,1,40,21.0292377471924,105.79385375976601,0
1300000000.0,85.0,3,2,7,6,0,18,20.961841583252,105.79552459716801,0
2500000000.0,107.0,3,2,7,6,0,1,21.0215526,105.78788670000002,0
950000000.0,50.0,2,1,1,3,1,50,20.952579498290998,105.75757598877001,0
2700000000.0,86.4,2,2,7,6,1,1,21.022161483764602,105.771797180176,0
2900000000.0,110.0,3,2,7,6,1,1,21.022161483764602,105.771797180176,0
2800000000.0,81.6,2,2,7,6,1,1,21.022161483764602,105.771797180176,0
3200000000.0,100.0,3,2,2,1,1,1,21.022161483764602,105.771797180176,0
3500000000.0,110.0,3,2,2,1,1,1,20.9947719573975,105.80612945556601,0
3200000000.0,95.0,2,2,2,1,1,1403,20.9947910308838,105.86784362792999,0
3650000000.0,127.0,3,2,8,5,1,32,21.0190162658691,105.79320526122999,0
2000000000.0,52.0,1,2,8,5,0,1403,21.0365676879883,105.760482788086,0
2400000000.0,70.0,2,2,8,5,1,50,21.0310840606689,105.77456665039101,0
1950000000.0,96.0,3,2,5,8,0,99,20.976024627685547,105.7615966796875,0
9200000000.0,162.5,3,2,7,6,1,366,21.0786514282227,105.802612304688,0
3200000000.0,104.0,3,2,8,5,1,5,21.0223999023438,105.786666870117,0
3700000000.0,84.0,2,2,7,6,1,45,21.06853675842289,105.802764892578,0
3300000000.0,103.0,3,2,7,6,0,1,21.0292072296143,105.764450073242,0
4300000000.0,158.0,4,3,6,7,1,35,21.024976730346697,105.791229248047,0
2650000000.0,88.0,2,2,7,6,1,50,21.0310840606689,105.77456665039101,0
3600000000.0,112.0,2,2,8,5,1,141,21.014102935790998,105.801788330078,0
3600000000.0,100.0,3,2,3,4,1,366,21.0919170379639,105.78500366210899,0
3100000000.0,110.0,3,2,5,8,1,15,21.024124145507802,105.811195373535,0
3100000000.0,104.0,3,2,7,6,1,50,21.0310840606689,105.77456665039101,0
4700000000.0,107.0,3,2,4,8,1,79,21.0555438995361,105.805130004883,0
4850000000.0,106.0,3,2,3,3,1,1403,20.994333267211896,105.86756134033199,0
2650000000.0,128.5,3,2,7,6,1,62,20.9939575195313,105.78890991210899,0
3650000000.0,70.0,2,2,7,6,1,79,21.0555438995361,105.805130004883,0
1080000000.0,63.0,2,2,7,5,1,447,20.962467193603498,105.79236602783199,0
2800000000.0,77.5,2,2,7,6,1,1,20.9999027252197,105.80218505859399,0
5019000000.0,109.8,3,2,6,6,1,84,21.0371532440186,105.786338806152,0
4200000000.0,86.0,3,2,7,6,1,1403,20.998958587646502,105.788032531738,0
4350000000.0,104.0,3,2,6,5,1,1403,21.0363712310791,105.780860900879,0
2281000000.0,92.0,3,2,5,8,1,1,21.0409755706787,105.91366577148399,0
3100000000.0,73.0,3,2,5,8,1,366,21.0919170379639,105.78500366210899,0
3000000000.0,70.0,2,2,8,5,1,1403,20.998958587646502,105.788032531738,0
2700000000.0,71.0,2,2,8,5,0,121,21.0160980224609,105.79248809814501,0
1400000000.0,64.0,2,2,7,6,1,105,20.9698810577393,105.871681213379,0
3250000000.0,68.8,2,2,7,6,1,1403,21.0363712310791,105.780860900879,0
1500000000.0,56.5,1,1,6,7,0,153,20.9968299865723,105.793838500977,0
6000000000.0,122.0,3,2,3,4,1,1403,20.994333267211896,105.86756134033199,0
4050000000.0,149.0,3,2,5,5,0,14,21.0211429595947,105.80934906005899,0
1680000000.0,82.0,3,2,6,7,1,208,20.97145652771,105.828170776367,0
3200000000.0,75.0,2,2,6,7,0,1403,20.994333267211896,105.86756134033199,0
3050000000.0,80.0,2,2,6,7,0,1403,20.9947910308838,105.86784362792999,0
2600000000.0,70.0,2,2,3,5,1,29,21.0505809783936,105.79224395752001,0
3000000000.0,97.0,3,2,8,5,0,1403,21.0363712310791,105.780860900879,0
1550000000.0,69.0,2,1,8,5,1,208,20.97145652771,105.828170776367,0
1600000000.0,80.0,2,2,8,5,1,208,20.97145652771,105.828170776367,0
770000000.0,55.5,1,1,5,6,0,447,20.962467193603498,105.79236602783199,0
3400000000.0,87.0,2,2,3,4,1,153,21.053024291992198,105.798637390137,0
3100000000.0,73.0,2,2,5,8,0,366,21.0919170379639,105.78500366210899,0
4300000000.0,116.7,3,2,8,6,1,366,21.0919170379639,105.78500366210899,0
4200000000.0,64.0,2,2,6,7,1,4,21.0354385375977,105.814140319824,0
3500000000.0,91.9,2,2,6,7,1,64,21.029411315918,105.768753051758,0
1950000000.0,82.5,2,2,8,5,0,153,20.9908123016357,105.78391265869101,0
1950000000.0,80.0,2,1,8,5,0,1,21.0041497,105.82494270000001,0
2450000000.0,68.3,2,1,3,4,1,79,21.0555438995361,105.805130004883,0
1300000000.0,68.0,2,2,3,4,1,43,21.0423583984375,105.927299499512,0
1750000000.0,74.0,2,2,3,4,0,286,20.9729385375977,105.866355895996,0
2800000000.0,83.0,3,2,4,3,1,286,21.0495662689209,105.778594970703,0
2000000000.0,66.8,2,2,8,5,1,49,21.0523986816406,105.78018188476601,0
1970000000.0,66.8,2,2,7,6,1,49,21.0523986816406,105.78018188476601,0
530000000.0,38.92,1,1,6,7,1,447,20.9557151794434,105.807090759277,0
1800000000.0,59.1,2,1,7,6,1,1,21.0024147033691,105.964111328125,0
2400000000.0,66.0,2,2,6,7,1,1,20.9848365783691,105.85985565185499,0
1950000000.0,102.8,3,3,6,5,1,99,20.9760246276855,105.761596679688,0
1550000000.0,70.0,2,2,3,4,0,1,21.0404987335205,105.90479278564501,0
2550000000.0,123.0,3,2,6,5,1,67,20.9834575653076,105.78564453125,0
1970000000.0,77.1,2,1,7,6,1,67,20.9834575653076,105.78564453125,0
3700000000.0,192.0,3,2,6,5,1,67,20.9834575653076,105.78564453125,0
1250000000.0,86.0,2,2,6,8,1,177,20.983570098877,105.772262573242,0
1770000000.0,82.0,2,2,6,7,1,286,20.9729385375977,105.866355895996,0
1625000000.0,92.0,3,2,6,7,0,16,21.0919170379639,105.78500366210899,0
2340000000.0,92.0,3,2,6,7,0,16,21.0919170379639,105.78500366210899,0
1180000000.0,55.0,2,2,8,6,1,1,20.9643268585205,105.749549865723,0
1620000000.0,65.0,2,2,8,5,0,286,20.9729385375977,105.866355895996,0
1190000000.0,58.0,2,2,6,7,1,1,21.0404987335205,105.90479278564501,0
1500000000.0,117.4,3,2,6,1,1,177,20.983570098877,105.772262573242,0
1550000000.0,107.0,3,2,6,7,0,177,20.983570098877,105.772262573242,0
1230000000.0,62.5,2,2,7,6,1,1,20.9643268585205,105.749549865723,0
1150000000.0,57.5,2,2,7,6,1,1,20.9643268585205,105.749549865723,0
1350000000.0,81.1,2,2,7,6,1,177,20.983570098877,105.772262573242,0
2700000000.0,97.0,3,2,7,6,1,162,21.0386536996639,105.908045768738,0
3000000000.0,82.0,2,2,7,6,1,61,20.9984378814697,105.866737365723,0
1500000000.0,53.0,2,1,7,6,1,162,21.0295810699463,105.850410461426,0
3250000000.0,74.0,2,2,2,1,1,1403,20.994333267211896,105.86756134033199,0
2400000000.0,81.0,3,2,5,6,1,50,20.985540390014602,105.79894256591801,0
650000000.0,46.0,1,1,5,8,0,73,20.957574844360398,105.806900024414,0
850000000.0,56.0,2,2,8,5,1,73,20.957574844360398,105.806900024414,0
1440000000.0,43.0,1,1,7,6,1,1403,21.0065288543701,105.753555297852,0
1921000000.0,74.5,2,2,8,5,1,162,21.037351921402,105.907745361328,0
1947000000.0,83.4,3,2,7,6,0,162,21.0380128256335,105.907831192017,0
2013000000.0,83.0,3,2,6,7,0,162,21.0395148698003,105.908603668213,0
2667000000.0,97.0,3,2,6,7,1,162,21.0392745437514,105.909032821656,0
3950000000.0,90.0,3,2,6,7,1,1403,20.994333267211896,105.86756134033199,0
13000000000.0,240.0,6,3,8,6,1,1403,20.994333267211896,105.86756134033199,0
3900000000.0,118.0,3,2,4,3,1,1403,20.9947910308838,105.86784362792999,0
2950000000.0,83.0,2,2,4,3,1,1403,20.9947910308838,105.86784362792999,0
3200000000.0,111.0,3,2,4,3,1,16,21.0644302368164,105.79842376709,0
1700000000.0,75.0,2,2,4,3,1,1,20.956588745117198,105.844886779785,0
1450000000.0,52.0,2,2,4,3,1,1,20.956588745117198,105.844886779785,0
2900000000.0,88.0,3,2,4,3,1,1,20.9947719573975,105.80612945556601,0
1260000000.0,62.0,2,2,8,5,0,62,20.9939575195313,105.78890991210899,0
1090000000.0,56.0,2,1,7,6,1,177,20.9798679351807,105.74391937255899,0
1260000000.0,62.0,2,1,6,7,1,41,20.9994716644287,105.72045135497999,0
1550000000.0,72.0,2,2,5,8,1,286,21.002981185913104,105.732055664063,0
1420000000.0,24.0,1,1,7,6,1,1,20.9877606,105.80063840000001,0
1900000000.0,75.1,2,1,6,5,1,177,20.976610183715803,105.761520385742,0
1520000000.0,95.5,3,2,6,7,1,62,20.9846420288086,105.77471923828101,0
2100000000.0,107.0,3,2,7,6,1,1,20.9643268585205,105.749549865723,0
2350000000.0,90.82,3,2,7,6,1,177,20.976610183715803,105.761520385742,0
4199000000.0,104.0,3,2,7,6,0,64,21.029411315918,105.768753051758,0
430000000.0,43.0,1,1,6,7,1,1,20.98249271354689,105.742335288794,0
2400000000.0,71.0,2,2,7,6,0,121,21.0160980224609,105.79248809814501,0
3000000000.0,77.0,2,2,7,6,1,43,21.012432098388697,105.76739501953101,0
2800000000.0,70.0,2,2,7,6,0,123,20.9972763061523,105.80298614502001,0
2350000000.0,90.0,3,1,7,6,0,1,21.0215298,105.81205220000001,0
1618000000.0,57.0,2,2,7,6,1,75,20.9605541229248,105.845962524414,0
3000000000.0,140.0,4,3,5,7,1,121,20.972412109375,105.761528015137,0
1545000000.0,56.8,2,2,7,6,0,75,20.9605541229248,105.845962524414,0
1250000000.0,46.3,1,1,6,7,0,1,21.0024147033691,105.964111328125,0
911000000.0,57.0,2,2,6,7,1,1,21.0553760528564,105.730712890625,0
1010000000.0,70.0,2,2,6,7,0,12,21.06287956237789,105.722236633301,0
1600000000.0,73.1,2,2,5,8,0,2,20.962495803833,105.84484100341801,0
2900000000.0,80.0,2,2,6,7,1,45,21.06853675842289,105.802764892578,0
2900000000.0,80.0,2,2,7,6,1,45,21.063410718108106,105.794868469238,0
16000000000.0,280.0,6,5,7,6,1,366,21.083890914917,105.80847930908199,0
430000000.0,50.0,2,1,7,6,1,1,20.9704838,105.7204476,0
3700000000.0,71.0,2,2,3,4,0,113,21.0277194976807,105.78589630127001,0
2900000000.0,102.0,2,2,3,4,0,43,20.9797115325928,105.844833374023,0
1530000000.0,63.7,2,2,3,4,0,1,20.938102722168,105.852249145508,0
5700000000.0,127.5,3,2,3,4,0,113,21.0277194976807,105.78589630127001,0
2380000000.0,88.0,3,2,3,4,1,208,21.0315856933594,105.768203735352,0
680000000.0,39.0,1,2,7,6,1,1,21.087970482492878,105.78452158564907,0
3700000000.0,71.0,2,2,1,2,0,113,21.0277194976807,105.78589630127001,0
950000000.0,64.7,2,2,6,7,1,447,20.962467193603498,105.79236602783199,0
2600000000.0,66.0,2,2,5,8,1,1403,21.0190830230713,105.78173065185499,0
600000000.0,35.0,1,1,5,8,0,1,21.0610134,105.809127,0
3600000000.0,71.0,2,2,1,2,0,113,21.0277194976807,105.78589630127001,0
3400000000.0,106.45,3,2,7,6,1,105,20.965379714965803,105.850639343262,0
10900000000.0,146.0,4,3,7,5,0,1,21.033269882202106,105.816703796387,0
1620000000.0,56.0,2,1,7,6,0,177,20.976610183715803,105.761520385742,0
1500000000.0,60.0,2,1,7,6,1,1,21.0024147033691,105.964111328125,0
5974000000.0,128.0,3,2,7,6,0,113,21.0277194976807,105.78589630127001,0
1360000000.0,59.0,2,1,7,6,1,1,21.0024147033691,105.964111328125,0
2500000000.0,98.0,3,2,7,6,1,75,20.9605541229248,105.845962524414,0
2850000000.0,107.0,3,2,7,6,0,25,21.031446456909197,105.900825500488,0
3300000000.0,100.0,3,2,7,6,1,20,21.033765792846697,105.770301818848,0
2800000000.0,110.0,3,2,7,6,0,1,20.9439792633057,105.855438232422,0
2200000000.0,78.0,2,2,7,6,0,78,20.984340667724602,105.776809692383,0
3350000000.0,116.0,3,2,8,5,0,102,20.9842433929443,105.808448791504,0
4200000000.0,135.0,4,3,6,7,0,36,20.985431671142603,105.839340209961,0
3900000000.0,71.1,2,2,2,1,0,113,21.0277194976807,105.78589630127001,0
3900000000.0,140.0,4,3,7,6,0,245,21.0403366088867,105.76758575439501,0
1500000000.0,25.0,1,1,7,6,0,1,21.019592499999998,105.85696090000002,0
3200000000.0,93.0,3,2,6,7,1,105,20.965379714965803,105.850639343262,0
2650000000.0,93.83,3,2,5,8,1,105,20.970058441162106,105.87777709960899,0
1750000000.0,82.0,2,2,6,7,0,105,20.969203948974602,105.876914978027,0
2900000000.0,115.0,3,2,6,7,0,70,20.9824485778809,105.782279968262,0
1450000000.0,85.0,2,2,7,8,1,49,20.9604053497314,105.794692993164,0
2250000000.0,75.8,2,2,7,6,1,43,20.9945335388184,105.789390563965,0
3500000000.0,97.57,3,3,2,1,1,151,21.081007003784197,105.81809234619101,0
3200000000.0,86.0,2,2,2,1,1,366,21.0919170379639,105.78500366210899,0
1479000000.0,63.0,2,2,2,1,1,1,20.938102722168,105.852249145508,0
2350000000.0,76.0,2,2,8,5,1,43,20.9945335388184,105.789390563965,0
2550000000.0,71.45,2,2,8,5,0,107,20.987026214599602,105.786834716797,0
2380000000.0,75.0,2,2,8,5,1,107,20.9865188598633,105.78639984130899,0
2950000000.0,132.4,3,2,4,3,1,107,20.9865188598633,105.78639984130899,0
