Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,ViDo,KinhDo,LoaiTin
3600000000.0,100.0,3,2,4,3,1,151,21.0833294878293,105.81114006042401,1
2450000000.0,62.0,2,1,4,3,1,1403,20.998958587646502,105.788032531738,1
1840000000.0,66.0,2,2,4,3,1,1,21.0292072296143,105.764450073242,1
26800000000.0,103.6,3,2,4,3,0,8,20.996324539184602,105.802665710449,1
1500000000.0,90.0,3,2,4,3,0,1,20.9921478,105.79942220000001,1
975000000.0,29.0,1,2,7,6,0,1403,20.998958587646502,105.788032531738,1
1250000000.0,43.0,1,2,7,6,0,1403,21.00652885437012,105.75355529785156,1
1790000000.0,59.2,2,1,8,5,1,1,20.9947719573975,105.80612945556601,1
2945000000.0,106.0,3,2,6,6,0,105,20.97028350830078,105.87171173095705,1
780000000.0,56.0,2,2,7,8,0,447,20.95571517944336,105.80709075927734,1
3050000000.0,65.0,2,2,7,6,1,1403,21.0201683044434,105.78075408935499,1
1250000000.0,65.0,2,1,6,7,1,18,20.9819164276123,105.74249267578101,1
1150000000.0,73.0,2,2,5,8,1,447,20.96246719360352,105.79236602783205,1
4000000000.0,103.4,3,2,3,4,1,366,21.0293405222653,105.778981685639,1
2700000000.0,69.0,2,2,6,6,1,1403,21.011882781982397,105.786445617676,1
2800000000.0,93.05,3,2,6,7,0,1,21.0004196166992,105.803436279297,1
910000000.0,72.0,2,2,7,6,1,33,20.9397029876709,105.787254333496,1
2385000000.0,71.2,2,2,6,7,1,82,20.9962978363037,105.805633544922,1
5400000000.0,98.0,3,2,7,6,0,1,21.0182209014893,105.824096679688,1
820000000.0,74.0,2,2,6,7,0,33,20.9397029876709,105.787254333496,1
2950000000.0,85.0,3,2,5,8,1,61,20.9906997680664,105.814277648926,1
3330000000.0,121.8,3,2,3,5,1,1,21.053854,105.7818873,1
1450000000.0,76.0,3,2,8,5,1,447,20.963314056396502,105.82673645019501,1
3000000000.0,98.8,2,2,8,5,0,141,21.014102935790998,105.801788330078,1
4262000000.0,132.0,3,3,8,5,1,1403,21.0461521148682,105.915649414063,1
3700000000.0,105.0,3,2,7,6,1,25,21.000291824340803,105.81600952148399,1
780000000.0,52.3,1,1,7,6,0,447,20.96246719360352,105.79236602783205,1
3000000000.0,98.35,2,2,7,6,1,35,21.027410507202106,105.793510437012,1
3300000000.0,88.0,2,2,5,8,1,285,21.069709777832,105.811210632324,1
2550000000.0,76.0,2,2,5,8,0,107,20.987026214599602,105.786834716797,1
2500000000.0,65.0,2,2,7,6,1,87,21.004817962646502,105.804672241211,1
3900000000.0,97.4,2,2,8,5,1,1,21.0099925994873,105.773422241211,1
500000000.0,25.0,1,2,8,5,1,1,21.041917899999998,105.8209615,1
3400000000.0,68.0,2,2,7,6,0,1403,20.998958587646502,105.788032531738,1
2450000000.0,100.0,2,2,8,5,0,107,20.9865188598633,105.78639984130899,1
3450000000.0,70.0,2,2,2,1,1,79,21.0555438995361,105.805130004883,1
3300000000.0,76.0,2,2,2,1,1,285,21.069709777832,105.811210632324,1
3650000000.0,154.0,4,0,5,8,0,107,20.9865188598633,105.78639984130899,1
4900000000.0,105.0,3,2,6,7,1,61,20.9984378814697,105.866737365723,1
2900000000.0,95.0,3,2,5,6,0,105,20.965379714965803,105.850639343262,1
1800000000.0,76.5,2,2,7,6,1,1,20.956588745117188,105.84488677978516,1
2900000000.0,79.15,3,2,6,7,0,1,20.9947719573975,105.80612945556601,1
10600000000.0,159.0,4,4,6,7,0,285,21.069709777832,105.811210632324,1
1550000000.0,89.0,3,2,8,6,1,18,20.961841583252,105.79552459716801,1
1200000000.0,70.0,2,2,8,5,1,10,21.08234977722168,105.87175750732422,1
3900000000.0,87.66,2,2,8,5,0,1,21.0099925994873,105.773422241211,1
2300000000.0,69.9,2,2,7,6,1,47,21.0209789276123,105.791061401367,1
3500000000.0,134.0,4,2,7,6,1,1,21.047119140625,105.78136444091801,1
2450000000.0,90.0,3,2,8,5,1,102,20.9842433929443,105.808448791504,1
2850000000.0,61.8,2,2,2,1,1,151,21.081007003784197,105.81809234619101,1
4000000000.0,120.0,3,2,3,4,0,1403,20.994333267211896,105.86756134033199,1
3300000000.0,76.53,2,2,7,6,0,14,20.9959945678711,105.86126708984399,1
1200000000.0,62.0,2,2,7,6,0,1,20.938102722168,105.852249145508,1
4200000000.0,93.0,2,2,7,6,1,31,21.0360012054443,105.78246307372999,1
1500000000.0,59.0,2,1,7,6,1,1,20.99175722518904,105.9432544708252,1
12000000000.0,189.0,4,4,7,6,0,160,21.0116748809814,105.86267852783199,1
3300000000.0,138.0,4,3,7,6,0,102,20.9842433929443,105.808448791504,1
1350000000.0,60.0,2,2,8,5,0,84,20.9525299072266,105.790313720703,1
6500000000.0,110.0,3,2,8,5,1,160,21.0116748809814,105.86267852783199,1
1270000000.0,43.0,1,1,8,5,1,1403,21.0065288543701,105.753555297852,1
1570000000.0,59.0,2,1,8,5,0,1403,21.0065288543701,105.753555297852,1
4529000000.0,109.0,3,2,2,6,0,84,21.0371532440186,105.786338806152,1
1300000000.0,43.0,1,1,2,1,0,1403,21.0065288543701,105.753555297852,1
3400000000.0,91.2,3,2,7,6,1,1,21.0004196166992,105.803436279297,1
14300000000.0,125.0,2,2,7,6,0,285,21.0366611480713,105.798049926758,1
2800000000.0,72.5,2,2,8,5,1,43,21.012432098388697,105.76739501953101,1
3200000000.0,128.4,3,2,1,2,1,15,21.0119361877441,105.77499389648399,1
5800000000.0,145.0,4,3,1,2,1,1403,21.011882781982397,105.786445617676,1
850000000.0,62.0,2,2,6,7,0,447,20.962467193603498,105.79236602783199,1
3750000000.0,117.8,3,2,5,8,1,11,21.00048828125,105.807159423828,1
4550000000.0,94.7,3,2,7,6,1,79,21.0555438995361,105.805130004883,1
3977000000.0,116.0,3,2,7,6,1,366,21.0919170379639,105.78500366210899,1
1050000000.0,70.0,2,2,5,8,1,447,20.962467193603498,105.79236602783199,1
2600000000.0,72.0,2,2,5,8,1,121,21.0160980224609,105.79248809814501,1
1850000000.0,74.0,2,2,4,3,1,286,20.9729385375977,105.866355895996,1
1020000000.0,28.0,1,1,4,3,1,1403,20.998958587646502,105.788032531738,1
1850000000.0,43.0,1,1,6,7,1,1403,20.998958587646502,105.788032531738,1
3400000000.0,88.0,2,2,8,5,1,285,21.069709777832,105.811210632324,1
920000000.0,63.0,2,2,5,8,1,447,20.962467193603498,105.79236602783199,1
1350000000.0,74.0,2,2,5,8,1,286,21.0083923339844,105.73024749755899,1
2100000000.0,83.0,3,2,3,1,1,286,20.9729385375977,105.866355895996,1
1500000000.0,87.0,3,2,3,4,0,1,20.96728515625,105.778175354004,1
1350000000.0,74.0,2,2,5,8,1,286,21.0083923339844,105.73024749755899,1
26000000000.0,789.0,5,6,5,8,1,1,21.0099925994873,105.773422241211,1
2400000000.0,64.0,2,2,7,6,0,87,21.004817962646484,105.80467224121094,1
850000000.0,56.0,2,2,7,6,1,73,20.957574844360398,105.806900024414,1
1600000000.0,54.0,2,2,6,7,0,1403,21.0065288543701,105.753555297852,1
3000000000.0,101.0,3,2,6,8,0,32,20.9996452331543,105.799385070801,1
2700000000.0,110.0,3,2,2,6,1,162,21.02958106994629,105.85041046142578,1
2420000000.0,86.4,2,2,2,1,1,1,21.022161483764602,105.771797180176,1
4600000000.0,103.1,3,2,8,6,1,61,20.9984378814697,105.866737365723,1
2500000000.0,101.0,3,2,8,5,1,70,20.9824485778809,105.782279968262,1
2100000000.0,78.0,2,2,7,6,1,35,20.97843933105469,105.77264404296899,1
3850000000.0,119.0,3,2,6,6,1,1403,20.9947910308838,105.86784362792999,1
4600000000.0,94.0,3,2,7,6,1,1,21.0086898803711,105.820510864258,1
2200000000.0,55.0,2,2,5,8,1,285,21.069709777832,105.811210632324,1
6600000000.0,146.0,3,3,7,6,1,285,21.064899444580103,105.827049255371,1
3000000000.0,72.0,2,2,7,6,1,1403,21.0190830230713,105.78173065185499,1
3250000000.0,108.8,3,2,7,6,1,62,21.002698898315398,105.792427062988,1
3600000000.0,91.0,3,2,7,6,0,27,21.0519065856934,105.80905914306601,1
2400000000.0,90.0,3,2,7,6,0,1,21.009718499999998,105.82469990000001,1
3500000000.0,96.0,3,2,6,7,1,121,21.0160980224609,105.79248809814501,1
1700000000.0,65.0,2,2,1,8,1,106,20.991436004638697,105.756065368652,1
4800000000.0,92.0,2,2,6,7,1,285,21.0194931030273,105.82234191894501,1
930000000.0,56.0,2,2,6,7,1,208,20.97145652771,105.828170776367,1
3100000000.0,114.0,3,2,6,7,1,366,20.996685028076197,105.873847961426,1
3150000000.0,117.0,3,2,7,6,1,107,20.987026214599602,105.786834716797,1
1930000000.0,117.0,3,2,6,6,1,42,20.9762554168701,105.762649536133,1
2100000000.0,58.0,2,2,7,6,1,1403,20.998958587646502,105.788032531738,1
1750000000.0,70.0,2,2,7,6,1,106,21.028190612793,105.779197692871,1
2200000000.0,65.0,2,2,7,6,0,1,20.9848365783691,105.85985565185499,1
1370000000.0,56.26,2,1,7,6,1,1,20.958904266357397,105.838180541992,1
1800000000.0,51.0,2,2,7,6,0,285,21.0058059692383,105.79437255859399,1
1450000000.0,71.6,2,2,5,8,1,84,20.9525299072266,105.790313720703,1
550000000.0,35.0,1,2,5,8,0,1,21.012597,105.8201087,1
2880000000.0,80.0,2,2,8,5,1,1403,21.0365676879883,105.760482788086,1
1030000000.0,28.0,1,1,6,7,1,1403,20.998958587646502,105.788032531738,1
3600000000.0,132.9,3,3,6,7,1,1,21.0292072296143,105.764450073242,1
1750000000.0,59.0,2,2,6,7,1,1,20.9947719573975,105.80612945556601,1
750000000.0,54.0,1,1,6,7,1,447,20.962467193603498,105.79236602783199,1
