Giá,Diện tích,Số phòng ngủ,Số toilet,Hướng nhà,Hướng ban công,Nội thất,Chủ đầu tư,Vĩ độ,Kinh độ
2000000000.0,66.0,2,2,6,7,0,1,20.9947719573975,105.80612945556601
1200000000.0,84.0,2,2,6,7,1,182,20.983570098877,105.772262573242
2187000000.0,92.0,3,2,3,4,0,20,21.0919170379639,105.78500366210899
599000000.0,49.0,2,1,7,6,1,8,20.9264602661133,105.71282958984399
3350000000.0,71.3,2,2,7,6,1,1,21.0313606262207,105.780097961426
1900000000.0,85.0,3,2,7,6,1,30,20.9945850372314,105.86339569091801
860000000.0,50.0,2,1,7,6,1,64,20.991436004638697,105.756065368652
1900000000.0,79.0,2,2,7,6,1,60,20.9605541229248,105.845962524414
2550000000.0,98.7,2,2,7,6,0,82,20.9732913970947,105.82000732421899
2800000000.0,93.1,3,2,8,5,0,1,21.0004196166992,105.803436279297
4300000000.0,162.0,3,3,8,5,0,16,21.035104751586896,105.76554107666
2500000000.0,86.4,2,2,8,5,1,30,21.0292377471924,105.79385375976601
3034000000.0,82.0,3,2,8,5,1,77,21.004817962646502,105.804672241211
2600000000.0,68.0,2,2,6,7,0,54,21.0209789276123,105.791061401367
2300000000.0,79.9,3,2,8,5,1,1,21.0024147033691,105.964111328125
1750000000.0,60.0,2,1,8,5,1,1,21.0375451,105.79195659999999
4450000000.0,149.0,4,3,6,7,1,1,21.022161483764602,105.771797180176
14500000000.0,145.0,3,2,8,5,0,139,21.04117202758789,105.825096130371
2300000000.0,68.0,2,2,7,5,0,54,21.0209789276123,105.791061401367
2450000000.0,62.0,2,1,5,8,1,1399,20.998958587646502,105.788032531738
8800000000.0,110.0,3,2,7,6,0,139,21.04117202758789,105.825096130371
3680000000.0,114.0,3,2,4,3,1,214,21.0495662689209,105.778594970703
2450000000.0,100.0,2,2,8,5,0,106,20.9865188598633,105.78639984130899
2800000000.0,90.0,3,2,3,4,1,214,21.0495662689209,105.778594970703
3600000000.0,114.0,3,2,7,6,1,214,21.0495662689209,105.778594970703
2370000000.0,101.6,3,2,5,8,1,82,20.9732913970947,105.82000732421899
2400000000.0,69.0,2,1,7,5,1,1,20.9947719573975,105.80612945556601
550000000.0,35.0,1,1,5,3,1,1,21.071376100000002,105.7943322
1880000000.0,69.4,2,2,5,8,1,1,21.0024147033691,105.964111328125
3330000000.0,128.0,3,2,5,8,0,16,21.0112419128418,105.795341491699
2200000000.0,99.0,3,2,7,6,1,34,20.973667144775398,105.75871276855499
2000000000.0,65.0,2,2,8,7,1,46,21.0523986816406,105.78018188476601
1900000000.0,45.0,2,2,8,5,0,1,21.028478,105.8214706
5000000000.0,117.0,3,2,8,5,1,33,21.0360012054443,105.78246307372999
2700000000.0,83.0,3,2,8,5,1,214,21.0495662689209,105.778594970703
3600000000.0,80.0,2,2,8,5,0,37,21.0296936035156,105.82151031494101
1900000000.0,66.0,2,2,7,6,1,46,21.0523986816406,105.78018188476601
2200000000.0,90.0,2,2,2,1,1,106,20.9865188598633,105.78639984130899
2650000000.0,68.0,2,2,7,6,1,30,21.0292377471924,105.79385375976601
550000000.0,33.0,1,1,3,1,1,1,21.071376100000002,105.7943322
4700000000.0,117.0,3,2,3,4,1,33,21.0360012054443,105.78246307372999
3300000000.0,94.0,3,2,3,4,1,10,21.0402507781982,105.791084289551
9800000000.0,202.0,4,3,3,4,1,33,21.0360012054443,105.78246307372999
2650000000.0,67.7,2,2,8,5,1,30,21.0292377471924,105.79385375976601
5000000000.0,113.0,3,2,7,6,1,33,21.0360012054443,105.78246307372999
4400000000.0,120.0,3,2,7,6,1,46,21.0044555664063,105.802528381348
4800000000.0,117.0,3,2,5,8,1,33,21.0360012054443,105.78246307372999
3200000000.0,114.0,3,3,2,1,0,1,20.990182876586896,105.86865997314501
3400000000.0,98.0,2,2,8,7,1,36,21.027410507202106,105.793510437012
4400000000.0,93.0,2,2,8,5,1,33,21.0360012054443,105.78246307372999
3600000000.0,98.0,3,3,7,6,1,113,21.0160980224609,105.79248809814501
9800000000.0,202.0,4,3,7,6,1,33,21.0360012054443,105.78246307372999
2330000000.0,85.0,2,2,7,6,1,1,20.990182876586896,105.86865997314501
2500000000.0,90.5,3,2,6,8,0,13,20.9638843536377,105.824165344238
1500000000.0,60.1,2,1,8,5,1,1,21.0024147033691,105.964111328125
3354000000.0,91.7,3,2,8,5,1,1,21.0313606262207,105.780097961426
1700000000.0,73.0,2,1,8,5,0,175,21.0315856933594,105.768203735352
900000000.0,50.0,2,2,8,5,0,1,21.0536849,105.80889669999999
1400000000.0,87.0,3,2,8,5,0,1,20.9835697,105.77225959999998
2350000000.0,79.9,3,2,5,7,1,1,21.0024147033691,105.964111328125
1730000000.0,54.0,2,2,5,8,0,98,20.965379714965803,105.850639343262
4300000000.0,119.0,3,2,5,8,1,1399,21.0365676879883,105.760482788086
8000000000.0,115.0,4,3,5,8,1,1399,21.0317993164063,105.814193725586
2400000000.0,71.22,2,2,6,7,0,98,20.9962978363037,105.805633544922
1100000000.0,56.6,2,1,5,6,1,56,21.0156192779541,105.948608398438
860000000.0,31.2,2,2,7,6,1,1,21.0024147033691,105.964111328125
1000000000.0,54.0,2,1,8,5,1,182,20.983570098877,105.772262573242
860000000.0,28.0,2,2,7,6,0,1,21.0024147033691,105.964111328125
2780000000.0,127.0,3,3,8,5,0,32,20.97843933105469,105.77264404296899
900000000.0,61.2,2,1,2,1,1,17,20.959997177124,105.798553466797
2050000000.0,75.0,2,2,8,5,1,98,20.9842433929443,105.808448791504
4600000000.0,141.2,4,3,5,8,1,1,21.022161483764602,105.771797180176
1800000000.0,74.0,2,2,5,8,1,1,20.9708145,105.82721699999999
1235000000.0,65.0,2,2,5,8,1,1,20.9561653137207,105.843521118164
4500000000.0,94.0,3,2,5,8,1,1399,21.002666473388697,105.8154296875
4600000000.0,110.0,3,2,6,7,1,1399,21.002666473388697,105.8154296875
1250000000.0,57.5,2,2,6,7,1,1,20.9643268585205,105.749549865723
2547000000.0,95.0,3,2,6,7,1,68,20.9824485778809,105.782279968262
1450000000.0,117.0,3,2,8,5,1,182,20.983570098877,105.772262573242
1700000000.0,123.0,3,2,7,6,1,182,20.983570098877,105.772262573242
6000000000.0,145.0,3,2,7,6,0,16,21.0124912261963,105.811317443848
6300000000.0,154.5,3,2,1,3,1,139,21.0786514282227,105.802612304688
1850000000.0,82.0,2,2,1,2,1,175,21.0701694488525,105.906837463379
5200000000.0,121.0,3,2,1,2,0,358,21.0194931030273,105.82234191894501
1620000000.0,72.0,2,2,1,2,1,175,21.0701694488525,105.906837463379
2250000000.0,78.0,2,2,6,7,1,1,20.9976119995117,105.809326171875
1700000000.0,76.0,2,2,6,7,1,175,21.0701694488525,105.906837463379
1700000000.0,81.0,2,2,6,7,1,175,21.0701694488525,105.906837463379
1350000000.0,68.0,2,2,6,7,1,52,21.0423583984375,105.927299499512
2900000000.0,76.0,2,2,8,5,1,44,20.9984378814697,105.866737365723
3400000000.0,123.0,3,2,8,5,0,30,21.0292377471924,105.79385375976601
1200000000.0,47.1,1,1,5,8,1,1,21.0024147033691,105.964111328125
1550000000.0,73.0,2,1,5,8,0,175,21.0701694488525,105.906837463379
3550000000.0,115.0,3,2,5,8,0,30,21.0292377471924,105.79385375976601
3000000000.0,76.0,2,2,5,8,1,1399,21.0365676879883,105.760482788086
3300000000.0,83.0,3,2,3,4,1,146,21.081007003784197,105.81809234619101
2820000000.0,98.0,2,2,6,7,0,40,21.0190162658691,105.79320526122999
2660000000.0,94.0,3,2,3,4,0,133,21.0187587738037,105.794776916504
2400000000.0,62.0,2,1,3,4,1,146,21.081007003784197,105.81809234619101
3200000000.0,120.0,3,2,3,4,1,11,21.002019882202106,105.82038879394501
2000000000.0,84.0,3,2,6,6,0,45,21.0374660491943,105.907508850098
1900000000.0,67.0,2,2,6,7,1,175,20.9642238616943,105.82318115234399
1500000000.0,76.0,2,2,3,4,0,8,21.0509147644043,105.77820587158199
2240000000.0,74.0,2,2,6,8,1,68,20.9824485778809,105.782279968262
3800000000.0,130.0,3,3,6,7,0,1,21.0292072296143,105.764450073242
3600000000.0,99.0,3,2,4,3,1,263,21.0919170379639,105.78500366210899
4100000000.0,116.7,4,2,3,1,1,263,21.0919170379639,105.78500366210899
2650000000.0,64.0,2,2,7,6,0,36,20.9981651306152,105.80150604247999
1000000000.0,61.0,2,2,6,7,1,272,20.962467193603498,105.79236602783199
4200000000.0,103.0,3,2,8,6,1,263,21.0919170379639,105.78500366210899
1400000000.0,68.0,2,2,6,6,1,113,20.972412109375,105.761528015137
1700000000.0,85.0,2,2,4,6,1,37,20.9760246276855,105.761596679688
3650000000.0,70.0,2,2,4,3,1,62,21.0555438995361,105.805130004883
1200000000.0,67.0,2,2,4,3,1,272,20.9635982513428,105.82803344726601
2500000000.0,64.0,2,2,6,7,1,77,21.004817962646502,105.804672241211
1820000000.0,114.0,3,2,6,7,1,35,20.9745693206787,105.76432800292999
1700000000.0,70.0,2,2,6,7,1,175,21.0315856933594,105.768203735352
2500000000.0,71.0,2,2,6,7,0,113,21.0160980224609,105.79248809814501
2800000000.0,81.0,2,2,6,7,0,26,20.993579864502,105.79821014404301
1570000000.0,61.5,2,2,7,6,1,272,20.9635620117188,105.831611633301
2600000000.0,69.0,2,2,8,5,0,77,21.004817962646502,105.804672241211
5.0,5.0,5,5,5,5,1,15,5.0,5.0
2700000000.0,69.0,2,2,7,6,0,77,21.004817962646502,105.804672241211
3650000000.0,110.0,3,2,7,6,1,1,20.9947719573975,105.80612945556601
3850000000.0,107.0,3,2,6,7,0,1399,21.0197982788086,105.780708312988
3890000000.0,104.0,3,2,6,8,0,1399,21.0197982788086,105.780708312988
4410000000.0,112.0,3,2,5,7,0,1399,21.0197982788086,105.780708312988
3200000000.0,98.0,3,2,5,8,1,1,20.9947719573975,105.80612945556601
1550000000.0,90.0,2,2,7,6,1,30,20.9604053497314,105.794692993164
5900000000.0,115.0,3,2,5,8,1,1399,21.002666473388697,105.8154296875
4667000000.0,169.0,4,3,8,5,0,220,21.0403366088867,105.76758575439501
5300000000.0,115.0,2,2,7,6,1,1399,21.002666473388697,105.8154296875
2600000000.0,55.0,1,1,7,6,1,1399,21.002666473388697,105.8154296875
1014000000.0,88.55,3,2,7,6,1,68,20.9824485778809,105.782279968262
8200000000.0,181.0,3,3,7,6,1,1399,21.002666473388697,105.8154296875
13900000000.0,146.19,4,3,7,6,1,1399,21.0317993164063,105.814193725586
2400000000.0,69.0,2,2,7,6,0,77,21.004817962646502,105.804672241211
5100000000.0,86.5,2,2,7,6,1,1399,21.0229530334473,105.809814453125
1700000000.0,80.4,3,2,7,6,1,3,20.9319801330566,105.850410461426
12800000000.0,120.0,3,2,7,6,1,1399,21.0317993164063,105.814193725586
2000000000.0,51.0,2,2,7,6,0,358,21.0058059692383,105.79437255859399
3100000000.0,70.0,2,2,7,6,0,358,21.0058059692383,105.79437255859399
2100000000.0,73.0,2,2,7,6,1,32,20.97843933105469,105.77264404296899
3900000000.0,96.0,3,2,7,6,1,1,21.0240802764893,105.78963470459
2700000000.0,76.0,2,2,7,6,1,1,20.9947719573975,105.80612945556601
980000000.0,69.0,2,2,5,8,1,59,20.957574844360398,105.806900024414
1800000000.0,74.0,3,2,6,7,1,1,20.9690121,105.8415869
720000000.0,50.0,2,2,6,7,0,1,20.9993894,105.81134640000002
1200000000.0,67.0,2,2,6,7,0,16,20.9819164276123,105.74249267578101
2600000000.0,91.2,3,2,6,7,1,1,21.0004196166992,105.803436279297
2160000000.0,70.0,2,2,8,5,1,64,21.028190612793,105.779197692871
4200000000.0,93.0,3,2,6,7,1,1399,21.0197982788086,105.780708312988
1550000000.0,55.0,2,1,6,7,0,1,21.0061863,105.8469898
2450000000.0,90.0,3,2,6,7,1,77,21.0310840606689,105.77456665039101
1980000000.0,60.0,2,2,8,5,1,1,21.0292072296143,105.764450073242
3100000000.0,115.0,3,2,8,5,1,1,21.0292072296143,105.764450073242
2100000000.0,95.2,2,2,7,6,1,4,20.9717483520508,105.839065551758
7900000000.0,189.0,4,3,7,6,1,56,21.06853675842289,105.802764892578
1200000000.0,43.0,1,1,6,8,1,46,21.0141487121582,105.78872680664101
1350000000.0,73.6,3,2,6,8,1,82,20.9732913970947,105.82000732421899
1400000000.0,64.0,2,2,7,6,1,98,20.969203948974602,105.876914978027
4667000000.0,169.0,4,3,8,5,0,220,21.0403366088867,105.76758575439501
1800000000.0,69.0,2,2,2,1,0,36,20.973093032836896,105.83837127685499
2600000000.0,85.5,2,2,6,7,0,1,20.9974040985107,105.804061889648
2800000000.0,95.0,3,2,7,6,1,98,20.9842433929443,105.808448791504
2600000000.0,71.22,3,2,7,6,1,98,20.9962978363037,105.805633544922
3500000000.0,73.0,2,2,7,6,1,36,20.9981651306152,105.80150604247999
4150000000.0,105.0,3,2,7,6,1,106,20.9972763061523,105.80298614502001
3200000000.0,65.73,1,2,5,8,1,9,21.0640926361084,105.80973815917999
3400000000.0,93.6,3,2,1,2,1,146,21.081007003784197,105.81809234619101
3200000000.0,85.0,2,2,6,7,1,133,21.0639667510986,105.805503845215
3200000000.0,90.0,3,2,6,7,1,32,21.035120010376,105.767433166504
850000000.0,35.0,1,1,6,7,0,1,21.047989899999997,105.8144873
2200000000.0,85.0,2,2,6,7,1,41,20.9797115325928,105.844833374023
4200000000.0,99.1,3,2,7,6,1,263,21.0919170379639,105.78500366210899
4500000000.0,93.0,2,2,7,6,1,33,21.0360012054443,105.78246307372999
2900000000.0,98.0,3,2,7,6,1,30,20.9945850372314,105.86339569091801
1650000000.0,50.0,2,2,7,6,1,5,20.998477935790998,105.869430541992
2100000000.0,62.0,2,2,7,6,0,32,21.035120010376,105.767433166504
2630000000.0,93.4,3,2,7,6,0,41,20.9797115325928,105.844833374023
5500000000.0,168.0,3,2,8,5,1,133,21.0639667510986,105.805503845215
3600000000.0,84.0,2,2,8,5,1,133,21.0639667510986,105.805503845215
2550000000.0,95.54,3,2,7,6,1,68,20.9824485778809,105.782279968262
4200000000.0,100.0,3,2,7,6,0,1399,21.0190830230713,105.78173065185499
1240000000.0,73.47,3,2,6,8,1,1,20.9540576934814,105.740982055664
2700000000.0,96.0,3,2,6,7,0,9,21.0223999023438,105.786666870117
1650000000.0,45.7,1,1,5,8,1,52,20.9945335388184,105.789390563965
4410000000.0,112.0,3,2,5,7,0,1399,21.0197982788086,105.780708312988
1950000000.0,82.0,2,2,1,7,1,119,20.9908123016357,105.78391265869101
2980000000.0,81.88,3,2,3,4,1,214,21.0495662689209,105.778594970703
880000000.0,58.0,2,2,6,7,1,56,21.016773223877,105.95018768310499
1850000000.0,66.8,2,2,6,7,1,46,21.0523986816406,105.78018188476601
1900000000.0,100.0,3,1,6,7,0,1,21.021903299999998,105.81577320000001
980000000.0,60.0,2,2,5,8,1,272,20.962467193603498,105.79236602783199
1550000000.0,94.0,3,2,5,8,1,272,20.962467193603498,105.79236602783199
1150000000.0,69.5,2,2,7,6,1,272,20.962467193603498,105.79236602783199
2400000000.0,74.18,2,2,5,8,1,6,21.015453338623,105.779296875
990000000.0,65.0,2,2,5,8,1,272,20.962467193603498,105.79236602783199
1730000000.0,100.6,3,2,5,8,0,20,21.0919170379639,105.78500366210899
870000000.0,48.0,2,1,5,8,1,56,21.0156192779541,105.948608398438
1600000000.0,59.1,2,2,5,8,1,1399,21.0065288543701,105.753555297852
1160000000.0,56.0,2,1,8,5,1,56,21.0156192779541,105.948608398438
4300000000.0,117.0,3,2,8,5,0,263,21.0919170379639,105.78500366210899
4100000000.0,116.0,3,2,8,5,0,133,21.0639667510986,105.805503845215
11000000000.0,213.0,4,3,8,5,0,263,21.0786514282227,105.802612304688
2650000000.0,97.21,3,2,7,6,1,48,20.9996452331543,105.799385070801
3700000000.0,103.9,3,3,6,7,1,1,21.048288345336896,105.87445068359399
4600000000.0,100.0,3,2,7,6,0,1399,20.994333267211896,105.86756134033199
2280000000.0,74.92,2,2,3,4,1,146,21.0882797241211,105.80040740966801
3000000000.0,100.0,3,2,3,4,1,7,21.0175495147705,105.790672302246
5720000000.0,120.0,3,2,3,4,0,1399,20.9965782165527,105.865196228027
1900000000.0,70.0,3,2,3,4,0,28,21.022161483764602,105.771797180176
1650000000.0,69.04,2,2,3,4,0,28,21.022161483764602,105.771797180176
7000000000.0,143.0,4,3,7,6,0,1399,20.994333267211896,105.86756134033199
2200000000.0,110.0,3,2,4,3,1,1,21.0012748,105.8393044
3800000000.0,93.0,3,2,4,3,1,1399,21.0365676879883,105.760482788086
4200000000.0,132.0,3,3,4,3,0,1399,21.0461521148682,105.915649414063
2978000000.0,71.4,2,2,6,5,1,1399,21.0461521148682,105.915649414063
2000000000.0,66.0,2,2,6,7,1,1399,21.0461521148682,105.915649414063
2000000000.0,142.5,3,3,6,7,1,1399,21.0461521148682,105.915649414063
9500000000.0,150.0,4,3,6,7,0,139,21.0116748809814,105.86267852783199
1360000000.0,72.0,3,1,6,7,0,1,21.0029863,105.865675
3300000000.0,76.44,2,2,7,8,1,358,21.069709777832,105.811210632324
4600000000.0,106.0,3,2,4,3,1,1399,20.994333267211896,105.86756134033199
4620000000.0,105.0,3,2,3,4,1,1399,20.994333267211896,105.86756134033199
2900000000.0,90.71,3,2,6,4,0,175,20.964187622070305,105.830528259277
3400000000.0,82.0,2,2,3,4,1,1399,20.994333267211896,105.86756134033199
4920000000.0,101.0,3,2,3,4,1,1399,20.994333267211896,105.86756134033199
8400000000.0,157.0,4,3,2,1,1,1399,20.994333267211896,105.86756134033199
1500000000.0,46.0,1,1,7,6,1,98,20.9830627441406,105.80908203125
3200000000.0,87.0,2,2,3,4,0,119,21.053024291992198,105.798637390137
3000000000.0,105.0,3,2,7,6,0,220,21.0403366088867,105.76758575439501
4600000000.0,86.0,2,2,7,6,0,1399,21.0229530334473,105.809814453125
6200000000.0,109.0,3,2,6,7,0,1399,21.0229530334473,105.809814453125
2950000000.0,107.0,3,2,3,6,0,20,21.0919170379639,105.78500366210899
2350000000.0,90.0,3,2,4,3,0,71,20.997150421142603,105.82169342041
2700000000.0,64.0,2,2,7,6,0,36,20.9981651306152,105.80150604247999
1400000000.0,82.0,3,2,7,6,0,19,20.9397029876709,105.787254333496
3300000000.0,89.0,3,2,4,3,1,146,21.081007003784197,105.81809234619101
2160000000.0,67.44,2,2,4,3,0,182,21.0508708953857,105.78612518310499
2900000000.0,77.0,2,2,7,6,1,1,20.9947719573975,105.80612945556601
515000000.0,39.0,1,1,7,6,1,59,20.957574844360398,105.806900024414
5000000000.0,155.0,4,2,1,2,1,2,21.0390014648438,105.812828063965
3500000000.0,95.0,3,2,4,3,0,15,21.0658397674561,105.798149108887
2060000000.0,84.0,3,2,6,6,0,45,21.0374660491943,105.907508850098
3250000000.0,103.7,3,2,3,4,1,14,21.003246307373,105.80506134033199
6300000000.0,110.0,2,2,1,2,0,11,21.055467605590803,105.795883178711
5800000000.0,127.5,3,2,1,2,0,59,21.0277194976807,105.78589630127001
5113000000.0,186.0,5,3,8,5,0,220,21.0403366088867,105.76758575439501
850000000.0,60.0,2,2,7,6,0,59,20.957574844360398,105.806900024414
4256000000.0,106.7,3,2,7,6,0,98,21.029411315918,105.768753051758
5200000000.0,109.0,3,2,4,3,0,119,21.053024291992198,105.798637390137
5500000000.0,150.0,3,3,4,3,0,263,21.083890914917,105.80847930908199
3550000000.0,83.0,2,2,3,1,0,119,21.053024291992198,105.798637390137
1980000000.0,92.54,3,2,6,7,1,18,21.0576000213623,105.88459777832001
3800000000.0,71.0,2,2,6,7,0,263,21.083890914917,105.80847930908199
2500000000.0,60.0,1,2,3,4,0,119,21.053024291992198,105.798637390137
2000000000.0,79.0,2,2,8,5,1,48,20.9996452331543,105.799385070801
2000000000.0,79.0,2,2,8,5,1,48,20.9996452331543,105.799385070801
3700000000.0,88.3,3,2,6,7,0,1399,21.002666473388697,105.8154296875
3700000000.0,87.0,2,2,3,4,0,119,21.053024291992198,105.798637390137
1600000000.0,75.0,2,2,5,8,1,37,20.9760246276855,105.761596679688
3300000000.0,83.0,2,2,5,8,0,119,21.053024291992198,105.798637390137
10500000000.0,132.0,2,2,7,6,1,1399,21.0115528106689,105.849258422852
10500000000.0,116.0,2,2,8,5,1,3,21.0113620758057,105.850616455078
4000000000.0,106.0,3,2,8,5,0,36,20.9981651306152,105.80150604247999
4000000000.0,106.0,3,2,8,6,1,36,20.9981651306152,105.80150604247999
5300000000.0,88.0,2,2,6,7,0,358,21.064899444580103,105.827049255371
16800000000.0,234.0,4,4,5,8,0,358,21.064899444580103,105.827049255371
6170000000.0,111.0,3,2,8,5,0,358,21.064899444580103,105.827049255371
1415000000.0,50.04,2,1,7,6,1,149,21.0295810699463,105.850410461426
1700000000.0,95.0,3,2,5,8,1,118,20.9760246276855,105.761596679688
2250000000.0,146.0,3,3,6,7,1,118,20.9760246276855,105.761596679688
1950000000.0,102.8,3,2,6,5,0,118,20.9760246276855,105.761596679688
2300000000.0,84.0,3,2,5,7,1,1,21.0409755706787,105.91366577148399
2590000000.0,93.0,2,2,5,8,1,1,21.0004196166992,105.803436279297
2500000000.0,67.0,2,2,5,8,1,1,20.9947719573975,105.80612945556601
5100000000.0,121.0,3,2,5,8,1,358,21.0194931030273,105.82234191894501
2000000000.0,63.0,2,2,8,5,1,1,21.0024147033691,105.964111328125
4200000000.0,106.0,3,2,7,6,0,36,20.9981651306152,105.80150604247999
8000000000.0,155.0,4,3,7,6,1,1399,21.0190830230713,105.78173065185499
4300000000.0,115.0,3,2,7,6,1,1399,21.0365676879883,105.760482788086
5400000000.0,80.0,2,2,7,6,1,1399,21.0317993164063,105.814193725586
8200000000.0,110.0,3,2,7,6,1,1399,21.0317993164063,105.814193725586
5600000000.0,131.5,3,2,7,6,1,1399,21.002666473388697,105.8154296875
1900000000.0,98.0,3,2,8,6,1,175,21.0626907348633,105.90833282470699
2400000000.0,67.12,2,1,3,1,1,146,21.081007003784197,105.81809234619101
860000000.0,45.0,2,1,8,5,1,1,21.0034688,105.81102859999999
1600000000.0,52.0,2,1,5,8,1,1,21.006200699999997,105.8018002
5300000000.0,110.3,3,2,4,6,0,1399,20.9947910308838,105.86784362792999
2740000000.0,74.18,2,2,4,3,1,1,21.0159072875977,105.78018188476601
6000000000.0,80.0,2,2,4,3,1,1399,21.0317993164063,105.814193725586
4800000000.0,114.0,3,2,4,3,0,139,21.072135925293,105.810997009277
4300000000.0,153.0,4,4,7,6,0,139,21.072135925293,105.810997009277
3000000000.0,135.0,3,2,6,7,1,94,20.9834575653076,105.78564453125
2450000000.0,90.0,2,2,5,7,1,106,20.9865188598633,105.78639984130899
5200000000.0,113.2,2,2,7,6,0,14,21.043420791626,105.821563720703
7000000000.0,150.0,3,3,7,6,0,14,21.043420791626,105.821563720703
480000000.0,45.0,2,1,8,7,1,45,20.994457244873,105.779754638672
3400000000.0,93.5,3,2,8,5,1,1,21.0004196166992,105.803436279297
4400000000.0,119.0,3,2,8,5,1,1399,21.0365676879883,105.760482788086
3500000000.0,90.0,2,2,7,6,1,1399,21.002666473388697,105.8154296875
3400000000.0,117.0,3,2,5,8,1,8,21.00048828125,105.807159423828
2380000000.0,75.0,2,2,8,5,1,106,20.9865188598633,105.78639984130899
2550000000.0,71.45,2,2,8,5,0,106,20.987026214599602,105.786834716797
3250000000.0,100.58,3,2,5,3,1,106,20.987026214599602,105.786834716797
4800000000.0,103.0,3,2,7,6,1,263,21.0919170379639,105.78500366210899
8000000000.0,130.0,3,3,7,6,0,1399,21.0317993164063,105.814193725586
5000000000.0,80.0,2,2,7,6,0,1399,21.0317993164063,105.814193725586
3500000000.0,74.7,2,2,7,6,1,62,21.0555438995361,105.805130004883
4000000000.0,97.2,3,2,6,6,1,263,21.0919170379639,105.78500366210899
5500000000.0,168.0,3,2,8,5,1,133,21.0639667510986,105.805503845215
4600000000.0,107.2,3,2,5,8,1,62,21.0555438995361,105.805130004883
700000000.0,42.0,2,1,2,6,1,1,21.0657853,105.7917504
650000000.0,48.0,2,1,8,6,1,1,20.987038000000002,105.85187909999999
600000000.0,45.0,2,1,8,6,1,1,21.0296809,105.7914804
1850000000.0,92.42,3,2,6,7,1,18,21.0576000213623,105.88459777832001
700000000.0,32.0,2,1,8,6,1,1,21.0186842,105.83822099999999
700000000.0,41.0,2,1,1,1,1,1,21.0081158,105.8460805
800000000.0,42.0,2,1,8,6,1,1,21.0255158,105.8275913
3420000000.0,58.36,1,2,5,8,1,139,21.04117202758789,105.825096130371
2000000000.0,92.54,3,2,6,7,1,18,21.0576000213623,105.88459777832001
3400000000.0,93.0,3,3,8,5,1,1,21.0004196166992,105.803436279297
5000000000.0,93.0,2,2,2,1,0,358,21.0194931030273,105.82234191894501
750000000.0,45.84,1,1,2,1,1,272,20.96473503112789,105.826362609863
565000000.0,33.0,1,1,2,1,1,1,21.0933182004343,105.77485272108801
3900000000.0,55.0,1,2,2,1,0,1399,21.0317993164063,105.814193725586
2800000000.0,110.0,3,2,2,1,1,11,21.033765792846697,105.770301818848
2700000000.0,80.0,3,2,2,1,1,32,21.035120010376,105.767433166504
3500000000.0,98.0,3,2,2,1,1,1399,21.0365676879883,105.760482788086
4200000000.0,116.0,3,2,7,6,1,1399,21.0365676879883,105.760482788086
3400000000.0,123.0,3,2,7,6,1,139,21.072135925293,105.810997009277
4100000000.0,153.0,4,2,7,6,1,139,21.072135925293,105.810997009277
1400000000.0,43.0,2,2,7,6,0,1,21.009718499999998,105.82469990000001
3300000000.0,66.0,2,2,5,8,1,1399,21.0197982788086,105.780708312988
3200000000.0,112.0,3,2,5,8,1,16,21.035104751586896,105.76554107666
2900000000.0,92.0,3,2,5,8,1,32,21.035120010376,105.767433166504
3200000000.0,100.0,3,2,5,8,1,11,21.033765792846697,105.770301818848
4900000000.0,109.0,3,2,3,4,0,119,21.053024291992198,105.798637390137
3000000000.0,115.0,3,2,3,4,1,16,21.035104751586896,105.76554107666
1600000000.0,70.0,2,2,1,2,0,30,21.0096874237061,105.72159576416
1800000000.0,61.0,2,2,1,2,0,71,20.997150421142603,105.82169342041
4100000000.0,110.0,3,2,6,7,0,1,20.9947719573975,105.80612945556601
4200000000.0,110.0,3,2,6,7,0,1,20.9947719573975,105.80612945556601
2750000000.0,112.0,3,2,6,7,0,119,20.9968299865723,105.793838500977
2830000000.0,95.0,3,2,6,7,1,52,20.9945335388184,105.789390563965
2250000000.0,79.0,2,2,6,7,0,32,20.985431671142603,105.839340209961
2850000000.0,103.0,3,2,7,6,0,36,20.973093032836896,105.83837127685499
6600000000.0,127.25,3,2,7,6,0,139,21.04117202758789,105.825096130371
3500000000.0,121.0,3,2,8,5,1,220,21.0403366088867,105.76758575439501
2500000000.0,93.0,3,2,8,5,1,220,21.0403366088867,105.76758575439501
3200000000.0,100.0,3,2,8,5,0,263,20.996685028076197,105.873847961426
3000000000.0,80.0,2,2,5,8,1,1399,21.0365676879883,105.760482788086
1800000000.0,55.0,2,2,5,8,0,98,20.9842433929443,105.808448791504
2500000000.0,77.0,2,2,7,6,0,14,21.0300979614258,105.761878967285
2000000000.0,86.0,3,2,4,3,1,1,21.0739707946777,105.790870666504
1600000000.0,95.0,3,2,7,6,1,68,20.9824485778809,105.782279968262
5300000000.0,118.0,3,2,3,4,1,1399,20.994333267211896,105.86756134033199
1760000000.0,79.0,3,2,3,4,0,60,20.9605541229248,105.845962524414
2900000000.0,85.0,3,2,3,4,1,71,20.9906997680664,105.814277648926
3500000000.0,130.0,4,3,3,4,1,12,20.9934864044189,105.80690765380899
1800000000.0,112.0,3,2,3,4,0,1,20.9819183349609,105.87937164306601
3134000000.0,110.7,3,2,3,4,0,220,21.0403366088867,105.76758575439501
24500000000.0,250.0,3,3,6,6,0,358,21.069709777832,105.811210632324
