Giá,Diện tích,Số phòng ngủ,Số toilet,Chủ đầu tư
1850000000.0,52.0,2,1,
3200000000.0,85.0,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
2250000000.0,145.0,3,3,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
4690000000.0,107.2,3,2,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội 
2850000000.0,61.8,2,2,Công ty CP Đầu tư Phú Thượng 
6200000000.0,124.8,2,2,Công ty CP Tập đoàn Sunshine
910000000.0,58.0,2,1,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
4640000000.0,131.2,4,3,Công ty CP Tập đoàn Sunshine
3400000000.0,85.67,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
3300000000.0,84.7,2,2,Công ty TNHH phát triển khu đô thị Nam Thăng Long
2700000000.0,67.0,2,2,Công ty CP Đầu tư Phú Thượng 
2500000000.0,59.0,2,1,Công ty CP Xây dựng và Thương mại Bắc Hà
1890000000.0,67.4,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
2400000000.0,58.4,2,1,Công ty CP Đầu tư Phú Thượng 
3640000000.0,89.0,2,2,Công ty CP Đầu tư Dầu khí Toàn cầu 
1500000000.0,107.0,3,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2530000000.0,70.0,2,1,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội
1290000000.0,60.0,2,1,
1800000000.0,60.0,2,2,Công ty CP Xây lắp Điện 1
550000000.0,30.0,1,1,
600000000.0,37.0,2,1,
2450000000.0,92.0,3,2,Công ty CP May Thăng Long
1790000000.0,66.0,2,2,Công ty CP May Thăng Long
1080000000.0,51.73,1,1,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
1070000000.0,61.0,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
980000000.0,57.0,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
19000000.0,150.0,3,3,
6200000000.0,128.0,3,2,Công ty CP Hạ tầng và Bất động sản Việt Nam 
1350000000.0,68.0,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
1830000000.0,71.46,2,2,Công ty CP Sông Đà 7
1050000000.0,53.5,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
1450000000.0,71.0,2,2,
19000000000.0,69.0,2,2,
6000000000.0,139.0,3,2,
1190000000.0,65.0,2,2,Công ty CP Đầu tư và Xây dựng Xuân Mai
1420000000.0,80.0,3,3,Công ty CP Đầu tư và Xây dựng Xuân Mai
3500000000.0,40.0,3,3,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
1700000000.0,94.0,3,2,Công ty CP Bất động sản Hải Phát
18000000.0,67.0,2,2,
3100000000.0,70.5,2,2,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội 
4200000000.0,87.7,2,2,Tân Hoàng Minh Group
1900000000.0,64.0,2,2,
3000000000.0,53.0,1,1,
4000000000.0,104.0,3,2,Công ty CP tập đoàn S.S.G
4080000000.0,105.0,3,2,Công ty CP tập đoàn S.S.G
18000000.0,66.0,2,2,
3100000000.0,103.0,3,2,Công ty CP Tập đoàn Xây dựng và Thiết bị Công nghiệp CIE Corp
1500000000.0,69.0,2,1,Công ty TSQ Việt Nam
1500000000.0,65.0,2,1,Công ty CP Đầu tư Phát triển Đô thị và KCN Sông Đà - Sudico
1450000000.0,117.0,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
1050000000.0,56.5,2,1,Công ty CP Tập đoàn Nam Cường Hà Nội
1355000000.0,42.8,1,1,Tập đoàn Vingroup
2800000000.0,92.0,3,2,
3980000000.0,97.6,3,2,Công ty CP Tập đoàn Sunshine
7500000000.0,40.0,1,1,
2100000000.0,66.0,2,2,Tập đoàn Vingroup
2003000000.0,55.8,2,1,Tập đoàn Vingroup
900000000.0,68.0,2,1,Tập đoàn Mường Thanh
3850000000.0,87.0,3,2,Tập đoàn Vingroup
880000000.0,62.0,2,2,Tập đoàn Mường Thanh
970000000.0,64.81,2,2,Tập đoàn Mường Thanh
2300000000.0,79.0,3,2,Công ty CP Tập đoàn Xây dựng và Thiết bị Công nghiệp CIE Corp
950000000.0,74.0,3,2,Tổng Công ty Viglacera
2400000000.0,58.0,2,1,
1730000000.0,100.6,3,2,Công ty CP Đầu tư Bất động sản Đông Đô - BQP
1900000000.0,41.0,1,1,
5920000000.0,119.5,2,2,Tập đoàn Vingroup
13000000000.0,364.0,5,4,Công ty Cổ phần Đầu tư Mai Linh
2570000000.0,56.0,1,1,Tập đoàn Vingroup
1040000000.0,45.0,1,1,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2200000000.0,71.0,2,2,
2850000000.0,106.7,2,2,
1370000000.0,68.0,2,2,Tổng Công ty Viglacera
3900000000.0,104.0,3,2,Công ty CP Hoa Anh Đào
2800000000.0,97.0,3,2,Công ty TNHH Gamuda Land Việt Nam
3600000000.0,95.25,3,2,Công ty TNHH Gamuda Land Việt Nam
2800000000.0,93.0,3,2,Công ty TNHH Gamuda Land Việt Nam
4000000000.0,114.0,3,2,Công ty CP Hoa Anh Đào
2173000000.0,90.57,2,3,Công ty CP Đầu tư Bất động sản Đông Đô - BQP
2900000000.0,104.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
1890000.0,80.0,2,2,
1200000000.0,47.0,2,1,
2850000000.0,90.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
700000000.0,42.0,2,1,
660000000.0,48.0,2,1,
600000000.0,50.0,2,1,
1750000000.0,76.0,2,1,Công ty TSQ Việt Nam
2700000000.0,92.0,3,2,Công ty CP Tập đoàn Xây dựng và Thiết bị Công nghiệp CIE Corp
1500000000.0,70.0,2,1,Công ty TSQ Việt Nam
3500000000.0,173.0,3,3,Công ty TSQ Việt Nam
2500000000.0,102.0,3,2,Công ty Booyoung
2500000000.0,98.0,3,2,Công ty TNHH MTV đầu tư Phương Đông
700000000.0,43.0,2,1,
2650000000.0,88.0,2,2,Công ty CP Vimeco
26500000000.0,250.22,3,3,Tân Hoàng Minh Group
6500000000.0,111.0,3,3,Tân Hoàng Minh Group
1750000000.0,70.0,2,2,
909000000.0,40.0,1,1,
4300000000.0,83.3,2,2,Tổng công ty 36 - Bộ quốc phòng
3650000000.0,112.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
1980000000.0,66.8,2,2,Công ty CP Ngôi sao An Bình
2500000000.0,72.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
8800000000.0,160.0,3,3,Tập đoàn Vingroup
5600000000.0,131.5,3,2,Tập đoàn Vingroup
1900000000.0,60.0,2,1,
5300000000.0,88.0,4,4,Tân Hoàng Minh Group
3300000000.0,76.44,2,2,Tân Hoàng Minh Group
2900000000.0,79.0,2,2,Công ty CP Tập đoàn Sunshine
2450000000.0,57.0,2,1,Công ty CP Đầu tư Phú Thượng 
2380000000.0,74.0,2,2,
2800000000.0,75.0,2,2,
2350000000.0,86.0,3,2,Tổng công ty Phát triển Phát thanh Truyền hình Thông tin Emico
2600000000.0,60.0,2,1,Công ty CP Đầu tư Phú Thượng 
2850000000.0,124.6,3,2,Công ty CP Đầu tư – Xây dựng Tây Hà
2130000000.0,61.0,2,2,Tổng công ty 789 
1860000000.0,79.0,2,2,Công ty CP Xây dựng số 3 - VINACONEX3
1800000000.0,61.0,2,2,Tổng công ty Phát triển Phát thanh Truyền hình Thông tin Emico
1890000000.0,74.62,2,2,Công ty CP Đầu tư Văn Phú - Invest
1760000000.0,73.0,2,2,Công ty CP Xây dựng số 3 - VINACONEX3
500000000.0,30.0,2,1,
1720000000.0,74.0,2,2,Tổng công ty Phát triển Phát thanh Truyền hình Thông tin Emico
1680000000.0,62.0,2,1,Tổng công ty Phát triển Phát thanh Truyền hình Thông tin Emico
1390000000.0,69.0,3,2,Công ty CP Đầu tư Hải Phát
2100000000.0,72.0,2,2,Tổng công ty Phát triển Phát thanh Truyền hình Thông tin Emico
2900000000.0,101.0,3,2,Công ty CP Đầu tư và Thương mại Thủ Đô
2330000000.0,70.2,2,2,Tổng công ty 789 
2500000000.0,103.0,3,3,Công ty CP Đầu tư Hải Phát
3380000000.0,101.0,3,2,Công ty CP Vimeco
2400000000.0,81.0,2,2,Công TNHH Bắc Chương Dương
2400000000.0,81.0,3,2,Công ty xây dựng 319 Bộ Quốc phòng
1050000000.0,56.0,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
2100000000.0,59.0,2,1,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
2350000000.0,56.6,2,1,
2100000000.0,86.0,3,2,
3400000000.0,87.5,3,2,Công ty xây dựng 319 Bộ Quốc phòng
16000000000.0,267.0,5,5,Công ty TNHH phát triển khu đô thị Nam Thăng Long
1860000000.0,75.5,2,2,Công ty CP Đầu tư Đồng Phát
2700000000.0,92.0,3,2,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
4800000000.0,135.0,4,2,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy
2200000000.0,69.0,2,2,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam
2700000000.0,70.0,2,1,Tập đoàn Vingroup
1900000000.0,68.1,2,2,Công ty TSQ Việt Nam
1600000000.0,40.0,1,1,Tập đoàn Vingroup
2400000000.0,70.8,2,2,Công ty CP Đầu tư Văn Phú - Invest
1850000000.0,66.8,2,2,Công ty CP Ngôi sao An Bình
3600000000.0,107.0,3,2,Tập đoàn Vingroup
2200000000.0,84.0,2,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2100000000.0,63.0,2,2,"Công ty CP Phát triển Đô thị Từ Liêm - LIDECO, JSC"
2400000000.0,83.0,2,2,Tổng công ty Cơ khí Xây dựng - Coma
3100000000.0,83.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
5000000000.0,117.0,3,2,Công ty CP Xây dựng và Thương mại Bắc Hà
2980000000.0,105.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
3100000000.0,82.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
1800000000.0,98.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2850000000.0,90.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3870000000.0,139.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
1270000000.0,78.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3100000000.0,90.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
4000000000.0,112.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
1930000000.0,53.0,1,1,Tập đoàn Vingroup
4500000000.0,102.2,2,2,Tập đoàn Sun Group
1893000000.0,63.0,2,2,Công ty TNHH Thiên Hương
4400000000.0,104.0,3,2,Tập đoàn Vingroup
5150000000.0,117.0,3,2,Tập đoàn Vingroup
3520000000.0,109.0,2,2,Tập đoàn Vingroup
2500000000.0,74.0,2,2,Công ty TNHH 19-12 Bắc Hà
2400000000.0,96.0,3,2,Công ty CP Đầu tư Văn Phú - Invest
4050000000.0,88.0,3,2,Tập đoàn Vingroup
1700000000.0,62.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3950000000.0,118.0,3,2,Tập đoàn Vingroup
800000000.0,50.0,2,1,
2500000000.0,68.0,2,2,Công ty TNHH 19-12 Bắc Hà
1400000000.0,60.0,2,1,
1770000000.0,74.0,2,2,Công ty TNHH MTV đầu tư Phương Đông
1835000000.0,62.3,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3130000000.0,104.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2950000000.0,90.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2050000000.0,61.4,2,2,Công ty CP Ngôi sao An Bình
3400000000.0,95.0,2,2,Tập đoàn Vingroup
3050000000.0,90.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2150000000.0,61.4,2,2,Công ty CP Ngôi sao An Bình
2000000000.0,87.7,2,2,
1750000000.0,62.0,2,1,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2020000000.0,70.0,2,2,Công ty Cổ phần Tập đoàn FLC
1530000000.0,60.0,2,1,Công ty CP đầu tư xây dựng và phát triển nhà số 5  
1850000000.0,59.0,2,1,
2400000000.0,81.0,2,2,Tập đoàn Bitexco
4850000000.0,109.0,3,2,Công ty CP Xây dựng và Thương mại Bắc Hà
2600000000.0,100.0,3,2,
1329000000.0,43.0,1,1,Tập đoàn Vingroup
900000000.0,36.0,2,1,
1050000000.0,61.09,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
1500000000.0,56.0,2,1,Công ty CP Xây dựng và Thương mại Bắc Hà
1600000000.0,60.0,2,2,Tập đoàn Vingroup
2700000000.0,101.0,3,2,Công ty CP Xây dựng số 2 - Vinaconex2
1100000000.0,56.55,2,1,
1830000000.0,74.0,2,2,Công ty CP Đầu tư Đô thị An Hưng
2000000000.0,73.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
2000000000.0,74.0,1,1,Công ty CP TID
3300000000.0,67.97,2,2,Tân Hoàng Minh Group
4500000000.0,91.6,3,2,Tân Hoàng Minh Group
3600000000.0,82.0,2,2,Tân Hoàng Minh Group
2600000000.0,51.0,2,1,Tân Hoàng Minh Group
3100000000.0,65.0,2,2,Tân Hoàng Minh Group
1910000000.0,74.0,2,2,Công ty CP Đầu tư Văn Phú - Invest
2060000000.0,74.0,2,2,Công ty CP Đầu tư Văn Phú - Invest
2250000000.0,106.0,2,2,Công ty CP Đầu tư Hải Phát
7300000000.0,133.0,4,3,Tập đoàn Vingroup
1400000000.0,55.0,2,2,Công ty TNHH MTV đầu tư Phương Đông
2700000000.0,71.0,2,2,Công ty CP Đầu tư Văn Phú - Invest
6900000000.0,143.0,4,3,Tập đoàn Vingroup
4500000000.0,97.0,3,2,Tập đoàn Vingroup
5200000000.0,119.0,3,2,Tập đoàn Vingroup
1750000000.0,55.53,2,1,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
3350000000.0,79.0,2,2,Tập đoàn Vingroup
2800000000.0,100.0,3,2,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
2000000000.0,83.4,3,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
3400000000.0,94.3,2,2,Tập đoàn Vingroup
4180000000.0,110.0,3,2,Tập đoàn Vingroup
967000000.0,50.9,2,1,Công ty CP Hóa Dầu Quân Đội
2200000000.0,52.39,2,1,Công ty Đầu tư Xây dựng số 2 Hà Nội
1730000000.0,54.0,2,1,Công ty TNHH Gamuda Land Việt Nam
1370000000.0,76.0,2,2,Công ty Cổ phần Tập đoàn FLC
1600000000.0,64.0,2,2,Công ty TNHH Gamuda Land Việt Nam
1830000000.0,80.2,3,2,
1950000000.0,76.0,2,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
7600000000.0,160.0,4,3,Tổng công ty 36 - Bộ quốc phòng
850000000.0,45.0,1,1,Công ty CP Xây dựng số 2 - Vinaconex2
2050000000.0,82.3,3,2,Công ty CP Xây dựng số 2 - Vinaconex2
2285000000.0,71.2,2,2,Công ty CP Sông Đà 7
1400000000.0,67.7,2,2,
3500000000.0,73.0,3,2,Công ty CP Đại Việt Trí Tuệ
2700000000.0,79.0,2,2,Tập đoàn Vingroup
3400000000.0,123.0,3,2,Công ty TNHH phát triển khu đô thị Nam Thăng Long
2730000000.0,91.0,2,2,Công ty CP Thương mại Minh Vĩnh Khang
1800000000.0,62.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
9100000000.0,70.0,3,3,
3000000000.0,74.0,2,2,Tập đoàn Vingroup
2950000000.0,72.0,2,2,Tập đoàn Vingroup
1100000000.0,69.0,2,2,Công ty CP Sông Đà - Hoàng Long 
1290000000.0,68.0,3,2,
2500000000.0,82.0,3,2,Công ty CP Đầu tư Bất động sản Hapulico
3100000000.0,115.0,2,2,Tổng công ty CP Xuất nhập khẩu và Xây dựng Việt Nam
946000000.0,48.0,2,2,Công ty CP Đầu tư Phát triển Nhà Thăng Long - Việt Nam
2980000000.0,112.0,2,2,Tổng công ty CP Xuất nhập khẩu và Xây dựng Việt Nam
2980000000.0,94.0,2,2,Công ty Cổ phần Đầu tư Mai Linh
3400000000.0,120.0,3,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
2350000000.0,95.0,3,2,Công ty CP Xây dựng và Thương mại Bắc Hà
2700000000.0,108.0,3,2,Công ty CP Đầu tư Điện lực Hà Nội
2500000000.0,82.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
1850000000.0,62.0,2,1,Công ty CP Vimeco
3000000000.0,100.0,2,2,Công ty Xây dựng Dân Dụng
2500000000.0,82.0,3,2,
2250000000.0,95.0,3,2,
2450000000.0,97.6,3,2,Công ty Cổ phần Tasco
2350000000.0,80.0,2,2,
4610000000.0,169.0,4,3,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
3300000000.0,101.0,3,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
3400000000.0,98.0,3,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
1700000000.0,68.0,2,2,Công ty CP BIC Việt Nam
7500000000.0,72.0,5,3,Địa Ốc Him Lam
1930000000.0,116.0,3,2,Công ty CP Sông Đà Thăng Long
1800000000.0,68.0,2,2,Công ty CP Tu tạo và Phát triển nhà - Handico
790000000.0,45.0,1,1,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
870000000.0,56.7,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
1550000000.0,72.9,2,2,Công ty CP Bất động sản Hải Phát
8500000000.0,100.0,3,2,Tập đoàn Vingroup
870000000.0,58.0,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
4700000000.0,86.0,2,2,
1050000000.0,68.0,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2350000000.0,77.0,2,2,Công ty CP Đầu tư Bất động sản Hapulico
3500000000.0,136.0,4,3,Công ty CP Đầu tư Hải Phát
6800000000.0,88.0,2,2,Tân Hoàng Minh Group
2900000000.0,98.3,2,2,Công ty CP Đầu tư Bất động sản Hapulico
2300000000.0,73.0,2,2,Tập đoàn CapitaLand
4380000000.0,116.0,3,2,Công ty CP Tập đoàn Sunshine
2800000000.0,98.3,2,2,Công ty CP Đầu tư Bất động sản Hapulico
24500000000.0,250.0,3,3,Tân Hoàng Minh Group
1225000000.0,43.0,1,1,Tập đoàn Vingroup
1680000000.0,69.9,2,2,
3100000000.0,68.0,2,2,Tập đoàn Vingroup
1420000000.0,62.5,2,1,Công ty CP BIC Việt Nam
1740000000.0,71.46,2,2,Công ty CP Sông Đà 7
750000000.0,33.0,1,1,
1659000000.0,59.8,2,2,Tổng công ty 36 - Bộ quốc phòng
770000000.0,32.0,1,1,
1120000000.0,65.1,2,2,
2250000000.0,95.0,2,2,
620000000.0,33.0,1,1,
1000000000.0,56.52,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
600000000.0,32.0,1,1,
2900000000.0,68.0,2,2,Tập đoàn Vingroup
1100000000.0,48.0,2,1,
550000000.0,35.0,1,1,
750000000.0,32.0,1,1,
630000000.0,46.0,2,1,
650000000.0,46.0,2,1,
2900000000.0,126.0,4,3,
2850000000.0,114.0,3,2,Tập đoàn CapitaLand
860000000.0,43.0,2,1,
4200000000.0,117.8,3,2,Công ty CP Phát triển Thanh Xuân
3400000000.0,111.0,3,2,Tập đoàn CapitaLand
3450000000.0,112.0,3,2,Tập đoàn CapitaLand
3400000000.0,117.0,3,2,Công ty CP Đầu tư Bất động sản Hapulico
1600000000.0,47.7,1,1,Công ty CP Đầu tư và Thương mại Thủ Đô
1260000000.0,62.0,2,1,Công ty CP Đầu tư và Xây dựng Xuân Mai
2600000000.0,120.0,3,2,Công ty CP Đầu tư Hải Phát
2200000000.0,55.0,2,1,
3000000000.0,109.0,2,2,Công ty CP Đầu tư Bất động sản Hapulico
2500000000.0,107.0,2,2,
4250000000.0,110.3,3,2,Tập đoàn Vingroup
1600000000.0,62.0,2,2,Công ty CP BIC Việt Nam
2750000000.0,76.0,2,2,Tập đoàn Vingroup
3200000000.0,75.5,2,2,Tập đoàn Vingroup
4950000000.0,115.0,3,2,Tập đoàn Vingroup
2000000000.0,60.6,2,2,Tổng công ty 789 
3600000000.0,80.0,2,2,Tập đoàn Vingroup
3420000000.0,94.3,2,2,Tập đoàn Vingroup
4600000000.0,132.0,2,2,Tập đoàn Vingroup
1300000000.0,65.0,3,1,
1230000000.0,63.0,2,2,Công ty CP Đầu tư và Xây dựng Xuân Mai
2870000000.0,100.0,3,2,Công ty CP Đầu tư và Xây dựng HUD1
3950000000.0,113.0,2,2,Tập đoàn Vingroup
4800000000.0,128.0,3,2,Tập đoàn Vingroup
2650000000.0,71.0,2,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2500000000.0,74.0,2,2,
1300000000.0,41.3,1,1,
1150000000.0,63.3,2,1,
3200000000.0,94.0,3,2,Công ty CP Vimeco
1950000000.0,94.0,3,2,Công ty CP Bất động sản Hải Phát
1160000000.0,70.0,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
1660000000.0,60.4,2,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
21000000000.0,88.0,2,2,
2900000000.0,86.0,3,2,Công ty CP Đầu tư Hải Đăng
2650000000.0,127.4,3,2,Công ty CP tập đoàn Đầu tư Ba Đình (B.I.G)
1550000000.0,71.6,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3200000000.0,99.0,2,2,Công ty CP Tòa nhà CFTD-VLA
620000000.0,48.0,2,2,
2400000000.0,50.0,2,1,Tập đoàn Sun Group
4930000000.0,115.0,3,2,Tập đoàn Vingroup
7000000000.0,225.0,4,3,Công ty Xây dựng Dân Dụng
650000000.0,46.0,2,1,
2500000000.0,94.0,3,2,Công ty CP Đầu tư Phát triển Đô thị và KCN Sông Đà - Sudico
560000000.0,50.0,2,2,
3400000000.0,136.0,3,3,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
3000000000.0,128.0,3,2,Công ty CP Đầu tư Bất động sản Hà Nội
2600000000.0,61.0,2,2,Tổng Công ty xây dựng công trình giao thông 1
990000000.0,70.0,2,2,Công ty CP Đầu tư và Xây dựng HUD3
2950000000.0,107.0,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
3500000000.0,115.0,3,2,Tổng công ty CP Xuất nhập khẩu và Xây dựng Việt Nam
2400000000.0,60.0,2,1,Tân Hoàng Minh Group
620000000.0,50.0,2,2,
1700000000.0,57.0,2,1,Công ty CP Tập đoàn Nam Cường Hà Nội
1800000000.0,60.0,2,2,C.T Group
5050000000.0,99.0,3,2,Tân Hoàng Minh Group
3300000000.0,188.0,4,3,Công ty TSQ Việt Nam
2880000000.0,70.0,2,2,Tân Hoàng Minh Group
2250000000.0,65.0,2,1,
2900000000.0,133.5,4,3,Công ty CP Đầu tư Hải Phát
1450000000.0,50.0,2,1,
1950000000.0,77.0,2,1,Công ty TSQ Việt Nam
2800000000.0,73.9,3,2,
3060000000.0,82.56,2,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
2450000000.0,108.0,3,2,Công ty CP Xây dựng và Thương mại Bắc Hà
1600000000.0,55.0,2,1,
1600000000.0,60.0,2,1,
3650000000.0,71.0,2,2,
1880000000.0,74.38,2,2,Công ty CP Đầu tư Văn Phú - Invest
2000000000.0,91.0,3,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
3600000000.0,87.0,2,2,Công ty CP Terra Gold Việt Nam
2750000000.0,77.6,2,2,Công ty CP Terra Gold Việt Nam
2780000000.0,76.0,2,2,Công ty CP Terra Gold Việt Nam
1500000000.0,50.0,1,1,Công ty CP Tập đoàn Sunshine
2550000000.0,123.0,3,2,Công ty TSQ Việt Nam
1200000000.0,56.0,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
1900000000.0,71.0,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
2950000000.0,92.0,2,2,
2029000000.0,63.0,2,2,Tập đoàn Vingroup
3400000000.0,96.63,3,2,
3200000000.0,79.0,2,2,Tập đoàn Vingroup
15000000000.0,270.0,3,5,Tập đoàn Hòa Phát
3300000000.0,92.0,3,2,
2000000000.0,75.0,2,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
3000000000.0,82.0,2,2,Công ty CP Terra Gold Việt Nam
4200000000.0,103.0,3,2,Công ty CP Terra Gold Việt Nam
2900000000.0,90.8,3,2,
3000000000.0,93.7,3,2,Công ty CP Tập đoàn Sunshine
5200000000.0,170.0,3,3,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2700000000.0,93.1,2,2,
4500000000.0,150.0,3,3,
3600000000.0,106.0,3,2,Công ty CP Đầu tư và Thương mại Thăng Long
2550000000.0,95.54,3,2,Công ty Booyoung
3250000000.0,98.5,3,2,Tập đoàn Hòa Phát
2160000000.0,78.0,2,2,Công ty CP Xây lắp Điện 1
3400000000.0,112.0,3,2,Công ty Cổ phần Địa ốc MB
1800000000.0,78.0,2,1,Công ty TSQ Việt Nam
5500000000.0,78.0,2,2,Tập đoàn Vingroup
3400000000.0,89.0,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
1980000000.0,60.3,2,2,Công ty CP Xây lắp Điện 1
890000000.0,60.0,2,2,
3100000000.0,80.0,2,2,Công ty CP Tập đoàn Sunshine
3000000000.0,140.0,4,3,Công ty CP Đầu tư Văn Phú - Invest
5350000000.0,80.0,2,2,Tập đoàn Vingroup
2800000000.0,68.0,2,2,Tập đoàn Vingroup
990000000.0,45.0,2,1,
1850000000.0,51.0,2,2,
800000000.0,46.0,2,1,
1080000000.0,48.0,2,1,
1750000000.0,77.0,2,1,Công ty TSQ Việt Nam
3350000000.0,98.5,3,2,Tập đoàn Hòa Phát
1040000000.0,33.0,1,1,
5110000000.0,130.0,4,3,Công ty CP Tập đoàn Sunshine
4900000000.0,92.0,3,2,
2900000000.0,105.2,3,2,
1030000000.0,56.5,2,1,Công ty CP Tập đoàn Nam Cường Hà Nội
2100000000.0,86.0,2,2,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng 
790000000.0,46.0,2,1,
590000000.0,35.0,2,1,
2950000000.0,105.0,3,2,Công ty CP Xây dựng số 3 - VINACONEX3
2300000000.0,105.0,3,2,Công ty TSQ Việt Nam
3550000000.0,202.0,4,3,Công ty TSQ Việt Nam
1890000000.0,71.0,2,2,
3000000000.0,135.0,3,2,Công ty TSQ Việt Nam
3100000000.0,169.0,4,3,Công ty TSQ Việt Nam
1900000000.0,83.0,3,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
650000000.0,36.0,1,1,
14000000000.0,268.0,4,3,Tập đoàn Hòa Phát
2700000000.0,72.0,2,2,Tổng công ty CP Phong Phú
1700000000.0,51.0,2,1,Tân Hoàng Minh Group
