Giá,Diện tích,Số phòng ngủ,Số toilet,Chủ đầu tư
6800000000.0,115.0,3,2,Tập đoàn Vingroup
1060000000.0,67.0,2,2,Tập đoàn Mường Thanh
2900000000.0,89.0,3,2,
2800000000.0,100.0,2,2,Công ty Xây dựng Dân Dụng
2450000000.0,88.0,3,2,Công ty CP Xây dựng số 2 - Vinaconex2
1950000000.0,74.35,2,2,Công ty CP Sông Đà 7
1800000000.0,75.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
2000000000.0,84.18,2,2,Công ty CP Sông Đà 7
2750000000.0,77.06,2,2,Công ty CP Terra Gold Việt Nam
2000000000.0,63.0,2,2,Công ty CP Nông sản Agrexim
3050000000.0,96.0,3,2,Công ty CP Sông Đà 7
1750000000.0,61.0,2,2,Công ty CP Thi công cơ giới xây lắp
2300000000.0,141.0,4,3,
4150000000.0,160.0,4,3,Công ty CP Vimeco
1180000000.0,67.04,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2250000000.0,90.0,2,2,Tập đoàn CapitaLand
1300000000.0,69.8,2,2,Công ty CP Eurowindow Holding
2800000000.0,78.0,2,2,Công ty CP Đầu tư và Phát triển Đô thị Long Giang
3100000000.0,73.0,2,2,Công ty CP Đại Việt Trí Tuệ
2940000000.0,121.0,4,2,Tập đoàn CapitaLand
3000000000.0,133.0,3,2,Công ty CP Đầu tư Phát triển Đô thị và KCN Sông Đà - Sudico
3200000000.0,108.0,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
2550000000.0,65.0,2,1,
2150000000.0,78.5,2,2,Công ty CP Đầu tư Dầu khí Toàn cầu 
3650000000.0,111.8,3,2,
4900000000.0,126.0,4,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2950000000.0,71.0,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
3350000000.0,121.0,3,2,Tổng công ty CP Xuất nhập khẩu và Xây dựng Việt Nam
4300000000.0,128.0,3,2,Công ty Cổ phần Đầu tư Mai Linh
1000000000.0,56.0,2,1,Công ty CP Tập đoàn Nam Cường Hà Nội
5400000000.0,80.0,2,2,Tập đoàn Vingroup
14500000000.0,84.71,3,2,Tập đoàn Sun Group
5900000000.0,131.0,3,2,Tập đoàn Vingroup
2300000000.0,90.0,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
4700000000.0,106.0,3,2,Tập đoàn Vingroup
2400000000.0,67.0,2,2,Công ty TNHH 19-12 Bắc Hà
2500000000.0,100.0,3,2,Công ty CP Đầu tư Phát triển Đô thị và KCN Sông Đà - Sudico
1500000000.0,72.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
1450000000.0,93.0,2,2,Công ty CP tư vấn Thủy Lợi Hà Tây
1435000000.0,93.0,2,2,Công ty CP tư vấn Thủy Lợi Hà Tây
2620000000.0,94.0,3,2,
1420000000.0,82.4,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
1350000000.0,66.0,2,1,Công ty TNHH Đầu tư Xây dựng và Phát triển Hạ tầng
1950000000.0,102.8,3,2,Công ty CP Bất động sản Hải Phát
8400000000.0,115.0,3,2,Tập đoàn Vingroup
1750000000.0,95.0,3,2,Công ty CP Bất động sản Hải Phát
2450000000.0,83.0,2,2,
4400000000.0,144.0,2,2,Công ty CP TID
9000000000.0,110.0,3,2,Tập đoàn Vingroup
9700000000.0,163.0,3,2,Công ty CP Tập đoàn Sunshine
2250000000.0,60.0,2,1,Tân Hoàng Minh Group
4400000000.0,114.0,3,2,Công ty TNHH phát triển khu đô thị Nam Thăng Long
1517000000.0,38.0,1,1,Tân Hoàng Minh Group
2350000000.0,79.0,2,2,
1800000000.0,45.0,2,1,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội
3050000000.0,70.0,2,2,Tân Hoàng Minh Group
3300000000.0,114.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2700000000.0,71.22,2,2,Công ty CP Sông Đà 7
2770000000.0,102.0,3,2,
3250000000.0,70.0,2,2,Tân Hoàng Minh Group
2880000000.0,76.0,2,2,Tân Hoàng Minh Group
1800000000.0,51.0,2,2,Công TNHH Bắc Chương Dương
3700000000.0,102.0,3,2,
3500000000.0,138.0,4,3,Tập đoàn CapitaLand
2800000000.0,80.0,3,2,
3050000000.0,115.0,2,2,Tổng công ty CP Xuất nhập khẩu và Xây dựng Việt Nam
3750000000.0,106.0,3,2,Công ty CP Tập đoàn Sunshine
2000000000.0,103.0,3,2,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông
2900000000.0,69.0,2,2,Công ty CP Đầu tư và Phát triển Đô thị Long Giang
1850000000.0,118.0,3,2,Công ty CP Sông Đà 7
1600000000.0,54.0,2,1,Tập đoàn Vingroup
1900000000.0,63.0,2,2,
2830000000.0,88.0,3,2,
3750000000.0,123.0,3,2,
2500000000.0,77.0,2,2,
1300000000.0,56.0,2,2,Công ty TNHH MTV đầu tư Phương Đông
1120000000.0,67.0,2,2,Công ty CP Xây lắp Điện 1
3100000000.0,99.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
3300000000.0,85.8,2,2,Công ty CP xây dựng số 1 Hà Nội
2350000000.0,74.9,3,2,
850000000.0,70.0,2,2,Công ty CP Đầu tư và Xây dựng HUD3
4600000000.0,96.0,3,2,Công ty CP Tập đoàn Sunshine
15000000000.0,267.0,4,3,Công ty TNHH phát triển khu đô thị Nam Thăng Long
2544000000.0,103.0,3,2,
1690000000.0,88.0,3,2,Tập đoàn Anh Quân Strong 
3250000000.0,83.0,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
2650000000.0,55.0,1,1,Tập đoàn Vingroup
1450000000.0,65.0,2,2,Công ty CP Đầu tư Sài Gòn - Hà Nội
2890000000.0,70.7,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
3800000000.0,87.0,3,2,Tập đoàn Vingroup
4800000000.0,112.0,3,2,Công ty CP Tập đoàn Sunshine
10300000000.0,143.0,3,3,Tập đoàn Vingroup
1180000000.0,67.04,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
1350000000.0,75.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
1470000000.0,83.4,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
2650000000.0,77.7,2,2,
1350000000.0,86.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
5468000000.0,168.0,3,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
2000000000.0,78.0,2,2,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
1820000000.0,106.0,3,2,Tập đoàn Tecco
2367000000.0,75.0,2,2,
1880000000.0,75.0,2,2,Công ty CP Eco Land
4250000000.0,133.0,2,2,Công ty CP xây dựng số 1 Hà Nội
2200000000.0,65.0,2,2,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội
2950000000.0,80.5,3,2,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội
2800000000.0,81.1,3,2,Công ty CP Xây dựng Phục Hưng Holdings
2300000000.0,54.0,2,1,Công ty CP Hóa Dầu Quân Đội
2547000000.0,95.54,3,2,Công ty Booyoung
2400000000.0,67.0,2,2,Công ty CP Đầu tư Hải Đăng
5100000000.0,125.0,3,2,Công ty CP Hoa Anh Đào
6200000000.0,134.0,4,2,Tân Hoàng Minh Group
800000000.0,30.0,1,1,
2590000000.0,94.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
1450000000.0,48.0,2,2,
5200000000.0,107.0,3,2,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội 
1250000000.0,75.0,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2450000000.0,74.0,2,2,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội
3200000000.0,100.0,2,2,Công ty Xây dựng Dân Dụng
2700000000.0,95.54,3,2,Công ty Booyoung
1500000000.0,59.5,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
2500000000.0,136.0,3,2,Công ty TSQ Việt Nam
2600000000.0,71.0,2,2,Công ty CP Đầu tư Văn Phú - Invest
2360000000.0,83.0,2,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
1900000000.0,83.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2240000000.0,74.35,2,2,Công ty Booyoung
1000000000.0,58.0,2,2,
1420000000.0,78.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2880000000.0,98.0,2,2,Công ty Xây dựng Dân Dụng
2330000000.0,71.0,2,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2450000000.0,75.0,2,2,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội
4000000000.0,145.0,3,2,Công ty TNHH phát triển khu đô thị Nam Thăng Long
4350000000.0,127.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2200000000.0,83.0,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
3250000000.0,110.0,3,2,Công ty CP Xây dựng Công nghiệp - DESCON
2690000000.0,74.0,2,2,Công ty CP Kỹ nghệ và Hạ tầng Talin
4000000000.0,119.0,3,2,Công ty TNHH phát triển khu đô thị Nam Thăng Long
5380000000.0,107.0,3,2,Tổng Công ty CP Thương mại Xây dựng
3950000000.0,98.0,3,3,Công ty CP Đầu tư Phú Thượng 
2100000000.0,103.0,3,2,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông
1400000000.0,64.0,2,1,Công ty TNHH Gamuda Land Việt Nam
4700000000.0,118.0,3,2,Công ty CP Phát triển tài trợ  Địa ốc R.C
4300000000.0,104.69,3,2,Tập đoàn Vingroup
3300000000.0,103.8,3,2,Công ty CP Đầu tư và Thương mại Thủ Đô
4400000000.0,98.0,3,2,Công ty CP Tập đoàn Sunshine
1900000000.0,55.0,1,1,Tập đoàn Vingroup
5200000000.0,84.0,3,2,Tập đoàn Sun Group
2700000000.0,66.0,2,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
850000000.0,61.94,2,2,
2700000000.0,100.63,3,2,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng
1540000000.0,54.0,1,1,Công ty CP Xây dựng số 2 - Vinaconex2
1750000000.0,70.0,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
3380000000.0,70.5,2,2,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội 
3040000000.0,85.67,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
10000000000.0,104.0,3,2,Tân Hoàng Minh Group
4640000000.0,131.2,3,3,Công ty CP Tập đoàn Sunshine
4000000000.0,110.0,3,2,Công ty CP Tập đoàn Sunshine
3100000000.0,83.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3100000000.0,91.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3600000000.0,101.0,3,2,Công ty CP Xây dựng Phục Hưng Holdings
1400000000.0,56.8,2,1,
1950000000.0,76.9,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
1900000000.0,82.5,2,2,
3950000000.0,96.2,3,2,Công ty CP Tập đoàn Sunshine
9500000000.0,158.0,4,3,Công ty CP Đầu tư Phú Thượng 
1490000000.0,69.0,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
1520000000.0,61.5,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
1900000000.0,52.0,2,2,Công ty CP Đầu tư Hải Đăng
2600000000.0,92.0,3,2,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam
1620000000.0,68.1,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
1020000000.0,54.3,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
3900000000.0,85.0,3,2,Công ty CP Hóa Dầu Quân Đội
1120000000.0,65.5,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
3500000000.0,100.0,3,2,Tập đoàn CapitaLand
1500000000.0,78.0,2,2,Công ty CP Sông Đà 7
1300000000.0,76.7,3,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2950000000.0,90.0,3,2,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam
2150000000.0,70.0,2,2,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam
3900000000.0,112.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2080000000.0,83.4,3,2,Công ty CP Xây dựng số 3 - VINACONEX3
4600000000.0,98.5,3,2,Tập đoàn Vingroup
2700000000.0,75.0,2,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2900000000.0,104.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
4410000000.0,112.0,3,2,Tập đoàn Vingroup
3850000000.0,107.0,3,2,Tập đoàn Vingroup
3890000000.0,104.0,3,2,Tập đoàn Vingroup
3550000000.0,108.0,2,2,Tập đoàn Vingroup
4500000000.0,106.0,3,2,Tập đoàn Vingroup
910000000.0,66.0,2,2,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu
395000000.0,36.0,1,1,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu
6900000000.0,111.0,3,3,Tân Hoàng Minh Group
6500000000.0,111.4,3,3,Tân Hoàng Minh Group
2700000000.0,97.0,3,2,Công ty CP Xây dựng số 3 - VINACONEX3
4500000000.0,93.0,2,2,Công ty CP Hoa Anh Đào
6000000000.0,124.0,3,2,Công ty CP Hoa Anh Đào
7400000000.0,111.0,3,3,Tân Hoàng Minh Group
10900000000.0,136.0,3,2,Tân Hoàng Minh Group
3200000000.0,82.6,2,2,
2350000000.0,75.0,2,2,Công ty CP Đầu tư và Thương mại Thủ Đô
3900000000.0,95.6,3,2,Tập đoàn Hà Đô
5200000000.0,100.0,3,2,
4800000000.0,91.0,3,2,
2650000000.0,88.0,2,2,
2300000000.0,74.0,2,2,Công ty TNHH Gamuda Land Việt Nam
3400000000.0,112.0,3,2,Công ty TNHH Gamuda Land Việt Nam
2250000000.0,79.0,2,2,Công ty TNHH Gamuda Land Việt Nam
2950000000.0,94.0,3,2,Công ty TNHH Gamuda Land Việt Nam
2800000000.0,120.0,3,2,Công ty TNHH Gamuda Land Việt Nam
2450000000.0,95.0,3,2,Công ty CP Xây dựng và Thương mại Bắc Hà
1250000000.0,80.0,2,2,Tập đoàn Mường Thanh
2900000000.0,90.71,3,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
3100000000.0,104.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
6900000000.0,80.0,2,2,Tập đoàn Vingroup
3200000000.0,80.36,2,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
2299000000.0,83.0,2,2,
2400000000.0,76.0,2,2,
2450000000.0,97.8,3,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
2075000000.0,62.0,2,2,
18000000000.0,280.0,5,5,Công ty CP Tập đoàn Sunshine
3140000000.0,86.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3250000000.0,90.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
4100000000.0,112.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3400000000.0,86.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2500000000.0,59.8,1,1,Công ty CP Xây dựng và Thương mại Bắc Hà
6200000000.0,130.0,2,2,Tân Hoàng Minh Group
2750000000.0,60.0,1,1,Công ty CP Xây dựng và Thương mại Bắc Hà
2800000000.0,93.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2540000000.0,103.0,4,2,
2850000000.0,60.0,2,1,Công ty CP Xây dựng và Thương mại Bắc Hà
1850000000.0,82.0,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
1480000000.0,58.0,2,1,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
1095000000.0,40.0,1,1,
1600000000.0,78.5,2,2,Công ty CP Sông Đà 7
1800000000.0,106.81,3,2,Công ty CP Sông Đà 7
1500000000.0,66.0,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
3300000000.0,83.0,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
1250000000.0,65.0,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2650000000.0,93.83,3,2,Công ty TNHH Gamuda Land Việt Nam
1850000000.0,74.0,2,2,Công ty CP Đầu tư Văn Phú - Invest
2600000000.0,90.0,2,2,Công ty Thương mại Dịch vụ Tràng Thi
3850000000.0,112.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
5200000000.0,113.2,2,2,Công ty Liên doanh Hà Việt – Tungshing
7000000000.0,150.0,3,2,Công ty Liên doanh Hà Việt – Tungshing
4500000000.0,84.0,2,2,Công ty Liên doanh Hà Việt – Tungshing
3300000000.0,116.0,3,2,Công ty CP Xây dựng Sông Hồng - Incomex
8000000000.0,146.0,3,3,Tân Hoàng Minh Group
1900000000.0,69.0,2,2,
2700000000.0,102.0,3,2,Công ty CP Ngôi sao An Bình
7500000000.0,50.0,3,2,Tân Hoàng Minh Group
2400000000.0,89.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
10100000000.0,146.0,3,2,Tân Hoàng Minh Group
6000000000.0,115.0,3,2,Tổng công ty 36 - Bộ quốc phòng
4800000000.0,99.0,3,2,Tân Hoàng Minh Group
3050000000.0,75.0,2,2,Tập đoàn Vingroup
4000000000.0,118.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
3300000000.0,106.0,3,2,
1650000000.0,107.0,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
4800000000.0,111.0,3,3,Tân Hoàng Minh Group
10500000000.0,140.0,2,2,Tập đoàn Vingroup
2860000000.0,80.0,2,2,Công ty CP Tập đoàn Sunshine
2500000000.0,76.0,2,2,Tổng công ty Phát triển Phát thanh Truyền hình Thông tin Emico
4050000000.0,58.0,2,1,Tập đoàn Vingroup
950000000.0,56.0,2,1,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
3800000000.0,95.0,2,1, Công ty TNHH Một thành viên quản lý và phát triển nhà Hà Nội
1410000000.0,57.0,2,1,Công ty CP Đầu tư và Xây dựng Xuân Mai
4100000000.0,110.5,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
3500000000.0,83.0,1,2,Tập đoàn CapitaLand
3150000000.0,83.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
1400000000.0,43.0,1,1,
1344000000.0,46.3,1,1,Tập đoàn Vingroup
3500000000.0,83.0,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
650000000.0,42.0,2,1,
4000000000.0,102.9,3,2,
4100000000.0,107.0,3,2,Tập đoàn Keangnam Enterprise
3500000000.0,138.0,3,2,Công ty CP Xây dựng Bảo tàng Hồ Chí Minh
660000000.0,42.0,2,1,
2350000000.0,67.6,2,2,
2800000000.0,72.0,2,2,Công ty CP Đầu tư và Phát triển Đô thị Long Giang
2850000000.0,76.6,2,2,
2100000000.0,64.0,2,1,
3600000000.0,97.0,3,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
2400000000.0,90.0,3,2,Công ty CP Đầu tư Bất động sản Đông Đô - BQP
2000000000.0,78.0,2,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2950000000.0,90.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
3600000000.0,149.0,3,3,Công ty CP Xây dựng Số 1
2100000000.0,68.0,2,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2082000000.0,68.0,2,2,Công ty TNHH Thiên Hương
2300000000.0,105.0,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
920000000.0,70.0,2,2,Tập đoàn Mường Thanh
1250000000.0,46.3,1,1,
1550000000.0,66.7,2,2,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông
3700000000.0,107.0,3,2,Tập đoàn Vingroup
3700000000.0,120.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
1130000000.0,65.0,2,1,Công ty CP Xây dựng số 2 - Vinaconex2
3200000000.0,100.0,3,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
1150000000.0,53.5,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
960000000.0,56.2,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
700000000.0,45.0,1,1,Công ty CP Xây dựng số 2 - Vinaconex2
3900000000.0,110.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2000000000.0,86.0,3,2,
1600000000.0,95.0,3,2,Công ty Booyoung
2150000000.0,68.0,2,2,Công ty CP Xây lắp Điện 1
2150000000.0,68.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2150000000.0,68.0,2,2,Công ty Cổ phần Địa ốc MB
2150000000.0,68.0,2,2,Công ty CP Đầu tư Hải Đăng
1900000000.0,61.3,2,1,Công ty TNHH Thiên Hương
6000000000.0,128.0,3,2,Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần
1600000000.0,54.0,2,1,Công ty CP Tập đoàn Nam Cường Hà Nội
1100000000.0,43.5,1,1,Công ty CP Xây dựng số 2 - Vinaconex2
2000000000.0,86.0,2,2,
6300000000.0,110.0,3,2,Tập đoàn Vingroup
2800000000.0,95.0,3,2,Tập đoàn Vingroup
2000000000.0,74.0,2,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
1160000000.0,65.52,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
1600000000.0,54.0,2,1,Công ty CP Tập đoàn Nam Cường Hà Nội
1400000000.0,76.27,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
6000000000.0,90.0,3,2,Tổng công ty 36 - Bộ quốc phòng
680000000.0,35.0,1,1,
6000000000.0,117.0,3,2,Tập đoàn Vingroup
1714000000.0,68.4,2,2,
1855000000.0,60.0,2,2,Công ty CP Thi công cơ giới xây lắp
2900000000.0,78.47,3,2,Công ty xây dựng 319 Bộ Quốc phòng
1900000000.0,65.0,2,2,Công ty TNHH Thiên Hương
6700000000.0,146.0,3,3,Tân Hoàng Minh Group
2255000000.0,92.0,3,2,
3700000000.0,111.8,3,2,
3400000000.0,82.0,3,2,Công ty CP tập đoàn S.S.G
1450000000.0,38.0,3,1,
5050000000.0,114.0,2,2,Tập đoàn Vingroup
4730000000.0,121.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
5100000000.0,130.0,4,3,Công ty CP Tập đoàn Sunshine
3400000000.0,81.0,2,2,Công ty CP Phát triển tài trợ  Địa ốc R.C
3300000000.0,87.5,2,2,Công ty CP xây dựng số 1 Hà Nội
3400000000.0,80.3,2,2,Công ty CP Tập đoàn Sunshine
880000000.0,53.4,1,1,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
5500000000.0,123.0,3,2,Tập đoàn Vingroup
2850000000.0,72.0,2,2,Công ty CP Đầu tư và Phát triển Đô thị Long Giang
2250000000.0,106.62,2,2,Công ty CP Đầu tư Hải Phát
2800000000.0,78.0,2,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
4000000000.0,121.0,3,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
4050000000.0,90.0,3,2,Tập đoàn Vingroup
4500000000.0,115.0,3,2,Tập đoàn Vingroup
3400000000.0,88.0,2,2,Công ty CP Đầu tư và Thương mại Thủ Đô
3200000000.0,110.0,2,2,Công ty TNHH Khách sạn Kinh Đô
990000000.0,46.0,2,1,
2200000000.0,112.0,3,2,
3150000000.0,80.0,2,2,Tập đoàn Vingroup
4600000000.0,94.7,3,2,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội 
2100000000.0,75.0,2,2,Công ty CP Eco Land
6300000000.0,148.0,3,2,Tập đoàn Vingroup
2700000000.0,79.5,2,2,Công ty CP Xây lắp Điện 1
2600000000.0,72.0,2,2,Tập đoàn CapitaLand
2440000000.0,74.0,2,2,Công ty Booyoung
2590000000.0,91.0,2,2,
4450000000.0,83.0,2,2,
2680000000.0,105.0,3,2,
2050000000.0,77.0,2,2,Công ty TNHH Gamuda Land Việt Nam
3350000000.0,90.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2050000000.0,80.0,3,2,Công ty TNHH Gamuda Land Việt Nam
2800000000.0,82.0,2,2,Công ty CP Terra Gold Việt Nam
1960000000.0,85.0,3,2,Công ty TNHH MTV đầu tư Phương Đông
965000000.0,55.96,2,1,
2290000000.0,83.0,3,2,
1360000000.0,84.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
2890000000.0,109.0,3,2,Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát
5400000000.0,155.0,3,2,Công ty CP Đầu tư Thương mại Dịch vụ Cầu Giấy
1200000000.0,70.0,2,2,Công ty CP Đầu tư và Xây dựng Xuân Mai
1150000000.0,55.0,2,1,Công ty CP Tập đoàn Nam Cường Hà Nội
1060000000.0,55.0,2,1,Công ty CP Đầu tư và Xây dựng Xuân Mai
2300000000.0,68.0,2,2,Công ty CP Ngôi sao An Bình
3650000000.0,123.0,3,2,Công ty CP Vimeco
2150000000.0,106.7,3,2,
2650000000.0,98.2,3,2,Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát
3180000000.0,90.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2600000000.0,95.0,3,2,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
1460000000.0,77.0,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
1500000000.0,36.0,1,1,Tập đoàn Vingroup
8000000000.0,120.0,3,2,Công ty CP Tháp nước Hà Nội
3250000000.0,98.0,2,2,Tập đoàn Hà Đô
1800000000.0,76.0,2,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
19000000000.0,85.0,2,2,
3100000000.0,94.0,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
2700000000.0,99.6,3,2,Công ty CP Đầu tư Điện lực Hà Nội
4190000000.0,116.7,3,2,Công ty CP Tập đoàn Sunshine
3350000000.0,91.5,3,2,Công ty CP Xây dựng Phục Hưng Holdings
2300000000.0,64.48,2,1,
4230000000.0,106.0,3,2,Công ty CP Terra Gold Việt Nam
1750000000.0,111.0,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
10000000000.0,178.0,5,3,Tập đoàn Vingroup
4600000000.0,106.0,3,2,Tập đoàn Vingroup
8700000000.0,109.0,3,2,Tập đoàn Sun Group
2900000000.0,71.0,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
5300000000.0,205.0,3,2,Tập đoàn Vingroup
2800000000.0,71.8,2,2,Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần
3100000000.0,99.0,3,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
1900000000.0,54.0,2,1,Công ty CP Đầu tư Hải Đăng
2300000000.0,72.0,3,2,Tập đoàn CapitaLand
3300000000.0,61.72,2,1,Tân Hoàng Minh Group
