"Ho\u00e0ng Mai","Long Bi\u00ean","B\u1eafc T\u1eeb Li\u00eam","Nam T\u1eeb Li\u00eam","T\u00e2y H\u1ed3","Gia L\u00e2m","Ba \u0110\u00ecnh","Thanh Xu\u00e2n","C\u1ea7u Gi\u1ea5y","Hai B\u00e0 Tr\u01b0ng","Thanh Tr\u00ec","H\u00e0 \u0110\u00f4ng","\u0110\u1ed1ng \u0110a","Ho\u00e0i \u0110\u1ee9c","Ho\u00e0n Ki\u1ebfm","\u0110\u00f4ng Anh","Ch\u01b0\u01a1ng M\u1ef9","\u0110an Ph\u01b0\u1ee3ng","Thanh Oai"
1086,670,1056,1513,890,380,270,1136,1090,845,235,1351,354,190,34,23,12,28,1
